Jurisdiction,FacilityID,ObsRecordDate,FlowCondition,PersistentFlow,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,OCFSLocation,MaintenanceIssue,FlowConnectivity,PointY,PointX
Lake Forest,J01-9046-1,8/18/2022,Flowing,Unknown,Not A Priority,,1059.8,0.0082,,20% Or More Above Average Discharge,Not present,Not present,Increased flow at 0827,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.65453345,-117.6597977
Lake Forest,J01-9046-2,6/21/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,None,Direct Connection,33.65446074,-117.6596867
Lake Forest,J01-9046-2,6/30/2022,Flowing,Yes,Not A Priority,,,0.004,0,Below Average Discharge,,,,,,,,,,33.65446074,-117.6596867
Lake Forest,J01-9046-2,6/30/2022,Flowing,Yes,Not A Priority,,,0.004107,,Below Average Discharge,Not present,Not present,Voices of potential transients heard further in the pipe.  Vel - 0.56 ft/sec,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,Direct Connection,33.65446074,-117.6596867
Lake Forest,J01-9046-2,8/18/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.65446074,-117.6596867
Mission Viejo,J01-9066-1 (J01P04),6/21/2022,Flowing,Yes,Priority,41,,0.004,0.001,Below Average Discharge,,,,,,,,,,33.6093405,-117.6928876
Mission Viejo,J01-9066-1 (J01P04),6/21/2022,Flowing,Yes,Priority,41,1832,0.003557,,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,,Direct Connection,33.6093405,-117.6928876
Mission Viejo,J01-9066-1 (J01P04),7/1/2022,Flowing,Yes,Priority,41,,0,0,Below Average Discharge,,,"SWN meter inspected, tilted. Fixed. Extremely trickle flow. Leaves created ponding",,,,,,,33.6093405,-117.6928876
Mission Viejo,J01-9066-1 (J01P04),7/1/2022,Flowing,Yes,Priority,41,,0.000195,,Below Average Discharge,Not present,Not present,L-0.0026? & 6?/40s           R-0.0026? & 6?/40s           50ml/20s,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.6093405,-117.6928876
Mission Viejo,J01-9066-1 (J01P04),8/9/2022,Flowing,Yes,Priority,41,,,0.007,Below Average Discharge,,,,,,,,,,33.6093405,-117.6928876
Mission Viejo,J01-9066-1 (J01P04),8/9/2022,Flowing,Yes,Priority,41,1811,0.007772,,Below Average Discharge,Not present,Not present,Volumetric: 1 L/5 secs,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.6093405,-117.6928876
Mission Viejo,J01-9066-2 (J01P03),6/21/2022,Flowing,Yes,Priority,64,,,,Below Average Discharge,,,,,,,Yes,,,33.61059435,-117.6927683
Mission Viejo,J01-9066-2 (J01P03),6/21/2022,Flowing,Yes,Priority,64,,0.365414,,Below Average Discharge,"Brown ""tea"" tint",Not present,,Sparse (<10 Items),In flow path of outfall,,Yes,Graffiti,Direct Connection,33.61059435,-117.6927683
Mission Viejo,J01-9066-2 (J01P03),7/1/2022,Flowing,Yes,Priority,64,,,,Below Average Discharge,Not present,Surface scum,Graffiti cans present that have broken and are leaking into the receiving water.,Abundant (>50 Items),In flow path of outfall,,Yes,Other - See Comments,Direct Connection,33.61059435,-117.6927683
Mission Viejo,J01-9066-2 (J01P03),7/1/2022,Flowing,Yes,Priority,64,,,0.002,Below Average Discharge,,,SWN meter inspected,,,,Yes,,,33.61059435,-117.6927683
Mission Viejo,J01-9066-2 (J01P03),7/1/2022,Flowing,Yes,Priority,64,,0.017671,,Below Average Discharge,Not present,Surface scum,Big paint spill in RW,Abundant (>50 Items),In flow path of outfall,,Yes,Graffiti,Direct Connection,33.61059435,-117.6927683
Mission Viejo,J01-9066-2 (J01P03),8/9/2022,Flowing,Yes,Priority,64,,,0.015,Below Average Discharge,,,,,,,Yes,,,33.61059435,-117.6927683
Mission Viejo,J01-9066-2 (J01P03),8/9/2022,Flowing,Yes,Priority,64,2990,0.052529,,Below Average Discharge,Not present,Not present,Volumetric: 2.4L/5.5 secs; Styrofoam and small oil sheen present,Abundant (>50 Items),In flow path of outfall,,Yes,Graffiti,Direct Connection,33.61059435,-117.6927683
Aliso Viejo,J01-9082-2,6/23/2022,Flowing,Yes,Priority,57,1403.2,0.1,,Below Average Discharge,Not present,Clear,,Not Present (0 Items),,Yes,Yes,Graffiti,Direct Connection,33.5815891,-117.7457601
Aliso Viejo,J01-9082-2,7/13/2022,Flowing,Yes,Priority,57,,0.041143,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,Yes,,Direct Connection,33.5815891,-117.7457601
Aliso Viejo,J01-9082-2,7/13/2022,Flowing,Yes,Priority,57,,0.103,0.013,Below Average Discharge,,,SWN meter inspected,,,Yes,Yes,,,33.5815891,-117.7457601
Aliso Viejo,J01-9082-2,8/22/2022,Flowing,Yes,Priority,57,,,0.032,Below Average Discharge,,,,,,Yes,Yes,,,33.5815891,-117.7457601
Aliso Viejo,J01-9082-2,8/22/2022,Flowing,Yes,Priority,57,1313,0.066965,,Below Average Discharge,Not present,Not present,Turb 1.31,Sparse (<10 Items),Within area surrounding outfall,Yes,Yes,Graffiti,Direct Connection,33.5815891,-117.7457601
Aliso Viejo,J01-9082-3,6/23/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.58158523,-117.7457369
Aliso Viejo,J01-9082-3,7/13/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,,,SWN meter inspected,,,,,,,33.58158523,-117.7457369
Aliso Viejo,J01-9082-3,7/13/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.58158523,-117.7457369
Aliso Viejo,J01-9082-3,8/22/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.58158523,-117.7457369
Aliso Viejo,J01-9082-4,6/23/2022,Flowing,Yes,Priority,35,2554,0.0144,,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.58157074,-117.7457266
Aliso Viejo,J01-9082-4,7/13/2022,Flowing,Yes,Priority,35,,0.005,,20% Or More Above Average Discharge,Not present,Not present,125ml/15s,Not Present (0 Items),,,,,Direct Connection,33.58157074,-117.7457266
Aliso Viejo,J01-9082-4,7/13/2022,Flowing,Yes,Priority,35,,0.005,0,20% Or More Above Average Discharge,,,SWN meter inspected,,,,,,,33.58157074,-117.7457266
Aliso Viejo,J01-9082-4,8/22/2022,Flowing,Yes,Priority,35,,,0.013,20% Or More Above Average Discharge,,,,,,,,,,33.58157074,-117.7457266
Aliso Viejo,J01-9082-4,8/22/2022,Flowing,Yes,Priority,35,2728,0.036321,,20% Or More Above Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,Direct Connection,33.58157074,-117.7457266
Aliso Viejo,J01-9131-1 (J01P28),6/23/2022,Flowing,Unknown,Priority,51,2686,0.03,,Above Average Discharge,Not present,Not present,Turb 11.6 NTU.  Flow estimate from above.   Flow decreases after sampling,Abundant (>50 Items),In flow path of outfall,Yes,Yes,None,Direct Connection,33.57471343,-117.715865
Aliso Viejo,J01-9131-1 (J01P28),7/1/2022,Dry,Unknown,Priority,51,,,,Above Average Discharge,Not present,Not present,iPad died so had to take photos near car. Wetted pipe but no flow present from outfall,Abundant (>50 Items),In flow path of outfall,Yes,Yes,,None - Flow Infiltrates or Outfall is Dry,33.57471343,-117.715865
Aliso Viejo,J01-9131-1 (J01P28),9/8/2022,Flowing,Unknown,Priority,51,,,0.011,Above Average Discharge,,,Outfall dissipator is too deep to conduct accurate flow measurements.,,,Yes,Yes,,,33.57471343,-117.715865
Aliso Viejo,J01-9131-1 (J01P28),9/8/2022,Flowing,Unknown,Priority,51,2648,0.069231,,Above Average Discharge,Not present,Yellow tint,White styrofoam particles in dissipator. Outfall dissipator is too deep to conduct accurate flow measurements.,Moderate (11-50 Items),Within area surrounding outfall,Yes,Yes,None,Direct Connection,33.57471343,-117.715865
Laguna Niguel,J01-9144-1 (J01P23),6/28/2022,Flowing,Yes,Priority,52,,0,0.001,Below Average Discharge,,,,,,,,,,33.554894,-117.7189509
Laguna Niguel,J01-9144-1 (J01P23),6/28/2022,Flowing,Yes,Priority,52,,0.00057,,Below Average Discharge,Not present,Not present,"Graffiti present, limited flow, 12.5ml/5 sec",Moderate (11-50 Items),Within area surrounding outfall,,,Graffiti,Direct Connection,33.554894,-117.7189509
Laguna Niguel,J01-9144-1 (J01P23),7/13/2022,Flowing,Yes,Priority,52,,,0,Below Average Discharge,,,SWN meter inspected,,,,,,,33.554894,-117.7189509
Laguna Niguel,J01-9144-1 (J01P23),7/13/2022,Flowing,Yes,Priority,52,,0.000563,,Below Average Discharge,Not present,Not present,25ml/10s,Moderate (11-50 Items),In flow path of outfall,,,Graffiti,Direct Connection,33.554894,-117.7189509
Aliso Viejo,J01-9144-4 (J01P26),7/13/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,,,"SWN meter inspected. Solar crushed but working at full capacity. Trash is abundant and causing ponding, would likely be dry without",,,,,,,33.5591058,-117.7186966
Aliso Viejo,J01-9144-4 (J01P26),7/13/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,Ponded due to trash buildup,Abundant (>50 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.5591058,-117.7186966
Aliso Viejo,J01-9144-4 (J01P26),8/31/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.5591058,-117.7186966
Laguna Niguel,J01-9224-1 (J01P24),6/15/2022,Flowing,Yes,Priority,62,,0.011,,Below Average Discharge,,,,,,Yes,,,,33.55648201,-117.7177983
Laguna Niguel,J01-9224-1 (J01P24),6/15/2022,Flowing,Yes,Priority,62,2769,0.010833,,Below Average Discharge,Not present,Not present,Turbidity 3.73,Sparse (<10 Items),Within area surrounding outfall,Yes,,,Direct Connection,33.55648201,-117.7177983
Laguna Niguel,J01-9224-1 (J01P24),7/13/2022,Pooled or Ponded,Yes,Priority,62,,,,Below Average Discharge,,,SWN meter inspected,,,Yes,,,,33.55648201,-117.7177983
Laguna Niguel,J01-9224-1 (J01P24),7/13/2022,Pooled or Ponded,Yes,Priority,62,,,,Below Average Discharge,Not present,Not present,L/R: 0.5?,Moderate (11-50 Items),Within area surrounding outfall,Yes,,,Direct Connection,33.55648201,-117.7177983
Laguna Niguel,J01-9224-1 (J01P24),8/10/2022,Flowing,Yes,Priority,62,,0.004,,Below Average Discharge,,,,,,Yes,,,,33.55648201,-117.7177983
Laguna Niguel,J01-9224-1 (J01P24),8/18/2022,Flowing,Yes,Priority,62,3305,0.0165,,Below Average Discharge,Not present,Not present,"Depth: left 0.05 middle: 0.08 right: 0.04 width: 1.1 seconds: 15, 25,20) volumetric: 1350 mls in 20 sec",Sparse (<10 Items),Within area surrounding outfall,Yes,,None,Direct Connection,33.55648201,-117.7177983
Laguna Niguel,J01-9224-2 (J01P25),6/15/2022,Flowing,Yes,Priority,79,,,,Below Average Discharge,,,,,,Yes,,,,33.55761613,-117.7176799
Laguna Niguel,J01-9224-2 (J01P25),6/15/2022,Flowing,Yes,Priority,79,2576,0.0735,,Below Average Discharge,Not present,Not present,Turbidity 0.37,Sparse (<10 Items),Within area surrounding outfall,Yes,,None,Direct Connection,33.55761613,-117.7176799
Laguna Niguel,J01-9224-2 (J01P25),7/13/2022,Flowing,Yes,Priority,79,,,,Below Average Discharge,,,"SWN meter inspected, not working due to lack of gateway devices and vandalism.",,,Yes,,,,33.55761613,-117.7176799
Laguna Niguel,J01-9224-2 (J01P25),7/13/2022,Flowing,Yes,Priority,79,,0.0735,,Below Average Discharge,Not present,Not present,SWN sensor vandalized,Sparse (<10 Items),Within area surrounding outfall,Yes,,Damaged,Direct Connection,33.55761613,-117.7176799
Laguna Niguel,J01-9224-2 (J01P25),8/18/2022,Flowing,Yes,Priority,79,,,0.019,Below Average Discharge,,,,,,Yes,,,,33.55761613,-117.7176799
Laguna Niguel,J01-9224-2 (J01P25),8/18/2022,Flowing,Yes,Priority,79,2433,0.041236,,Below Average Discharge,Not present,Not present,Volumetric : 2687.5 for 5 secs (avg of three reading accounting for loss) Middle depth:0.1 left depth: 0.06 right depth: 0.06.      Width: 1.08  middle/ left time: 8 sec For 6 ft right side 15 sec for 6ft,Sparse (<10 Items),Within area surrounding outfall,Yes,,Graffiti,Direct Connection,33.55761613,-117.7176799
Lake Forest,J01-9259-3,6/21/2022,Pooled or Ponded,Yes,Not A Priority,,,,,20% Or More Above Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.62434247,-117.689955
Lake Forest,J01-9259-3,8/9/2022,,Yes,Not A Priority,,2090,0.013396,,20% Or More Above Average Discharge,Not present,Not present,Volumetric: .5 L/5.54 seconds,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.62434247,-117.689955
Lake Forest,J01-9264-1 (J01P06),6/30/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,Not present,"Brown ""tea"" tint","High presence of sediment at bottom of outfall; birds chirping, insects",Sparse (<10 Items),Within area surrounding outfall,,,Sediment,Partial - Significant Distance,33.66346514,-117.6540685
Lake Forest,J01-9264-1 (J01P06),9/21/2022,Pooled or Ponded,Yes,Not A Priority,,,,,,"Brown ""tea"" tint",Not present,Wet water mark,Sparse (<10 Items),In flow path of outfall,,,,Partial - Significant Distance,33.66346514,-117.6540685
Laguna Woods,J01-9273-1,6/14/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,"Brown ""tea"" tint",,Sparse (<10 Items),Within area surrounding outfall,Yes,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.59989171,-117.7073654
Laguna Woods,J01-9273-1,7/1/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,,,SWN meter inspected,,,Yes,,,,33.59989171,-117.7073654
Laguna Woods,J01-9273-1,7/1/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,"Brown ""tea"" tint","Organic matter, cloudy",Not Present (0 Items),,Yes,,,None - Flow Infiltrates or Outfall is Dry,33.59989171,-117.7073654
Laguna Woods,J01-9273-1,8/23/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,Yes,,,None - Flow Infiltrates or Outfall is Dry,33.59989171,-117.7073654
Lake Forest,J01-9275-2,6/21/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,Ponded at bike trail,Moderate (11-50 Items),Within area surrounding outfall,,,Damaged,None - Flow Infiltrates or Outfall is Dry,33.65086633,-117.6606465
Lake Forest,J01-9275-2,9/1/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.65086633,-117.6606465
Lake Forest,J01-9349-1,6/21/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,Yes,,,Direct Connection,33.64412251,-117.6658163
Lake Forest,J01-9349-1,6/30/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,,,SWN meter inspected,,,Yes,,,,33.64412251,-117.6658163
Lake Forest,J01-9349-1,6/30/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,"Wet pipe; ponded flow due to sediment at outfall entrance, dry further up the pipe",Moderate (11-50 Items),In flow path of outfall,Yes,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.64412251,-117.6658163
Lake Forest,J01-9349-1,8/18/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,Leaf litter.,Sparse (<10 Items),In flow path of outfall,Yes,,None,Direct Connection,33.64412251,-117.6658163
Orange Co,J01-9364-3 (J01P21),6/28/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Equal,Not present,Not present,construction and wood planks,,,,,,Direct Connection,33.54985427,-117.7212902
Orange Co,J01-9364-3 (J01P21),7/8/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Equal,Not present,Not present,Outfall inaccessible due to overgrown reeds in flow path,Sparse (<10 Items),In flow path of outfall,,,Overgrown,Direct Connection,33.54985427,-117.7212902
Orange Co,J01-9364-4,6/28/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,,,,,,None - Flow Infiltrates or Outfall is Dry,33.54433919,-117.7272411
Orange Co,J01-9364-4,8/29/2022,Dry,Unknown,Not A Priority,,,,,Equal,Not present,Not present,,,,,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.54433919,-117.7272411
Lake Forest,J01-9377-1,6/21/2022,Pooled or Ponded,Unknown,Priority,22,,,,Below Average Discharge,Not present,Not present,Leaf litter,Moderate (11-50 Items),Within area surrounding outfall,Yes,,Overgrown,Direct Connection,33.65809197,-117.6577684
Lake Forest,J01-9377-1,6/30/2022,Dry,Unknown,Priority,22,,,,Below Average Discharge,,,,,,Yes,,,,33.65809197,-117.6577684
Lake Forest,J01-9377-1,6/30/2022,Dry,Unknown,Priority,22,,,,Below Average Discharge,Not present,Not present,Wet pipe,Moderate (11-50 Items),Within area surrounding outfall,Yes,,Overgrown,None - Flow Infiltrates or Outfall is Dry,33.65809197,-117.6577684
Lake Forest,J01-9377-1,8/18/2022,,Unknown,Priority,22,1347.9,0.001,,Below Average Discharge,Green tint,Not present,Insufficient flow for sampling. Leaf litter at outfall.,Sparse (<10 Items),In flow path of outfall,Yes,,None,Direct Connection,33.65809197,-117.6577684
Lake Forest,J01-9377-2 (J01TBN8),6/21/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,"Recent discharge, moist, leaf litter and flies",Moderate (11-50 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.66001815,-117.653411
Lake Forest,J01-9377-2 (J01TBN8),9/1/2022,Dry,Unknown,Not A Priority,,,,,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.66001815,-117.653411
Lake Forest,J01-9782-1 (J01TBN3),6/21/2022,Pooled or Ponded,Unknown,Not A Priority,,,,,20% Or More Above Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,Direct Connection,33.63275609,-117.6769216
Lake Forest,J01-9782-1 (J01TBN3),8/18/2022,Flowing,Unknown,Not A Priority,,1258.2,0.004835,,20% Or More Above Average Discharge,Not present,Not present,Clear water,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.63275609,-117.6769216
Lake Forest,J01-9785-1,8/1/2022,Flowing,Yes,Not A Priority,,1150,0.004583,,Below Average Discharge,Not present,Not present,Flies and small larvae in path,Sparse (<10 Items),In flow path of outfall,,,,Direct Connection,33.61716175,-117.693665
Lake Forest,J01-9785-1,9/14/2022,Pooled or Ponded,Yes,Not A Priority,,,,,Below Average Discharge,Not present,Not present,Abundant trash on service road on east side of Muirlands east,Sparse (<10 Items),In flow path of outfall,,,None,Direct Connection,33.61716175,-117.693665
Aliso Viejo,J01-9992-1 (J01P27),6/23/2022,Flowing,Yes,Priority,66,3165,0.039616,,Below Average Discharge,Not present,Not present,Turb 1.97 NTU,Abundant (>50 Items),In flow path of outfall,Yes,Yes,None,Direct Connection,33.57325594,-117.7166123
Aliso Viejo,J01-9992-1 (J01P27),7/1/2022,Flowing,Yes,Priority,66,,0,0.037,Below Average Discharge,,,SWN meter inspected,,,Yes,Yes,,,33.57325594,-117.7166123
Aliso Viejo,J01-9992-1 (J01P27),7/1/2022,Flowing,Yes,Priority,66,,0.05125,,Below Average Discharge,Not present,Not present,,Abundant (>50 Items),In flow path of outfall,Yes,Yes,Graffiti,Direct Connection,33.57325594,-117.7166123
