Jurisdiction,FacilityID,ObsRecordDate,FlowCondition,PersistentFlow,Priority,PrioritizationScore2022,Conductivity,FloatDischargeCFS,VolumeDischargeCFS,LastDischargeTrend,ScourWaterCondition,DissWaterCondition,Comments,TrashCondition,TrashLocation,SampleDry,OCFSLocation,MaintenanceIssue,FlowConnectivity,PointY,PointX,Date
Dana Point,L01-728-4,9/14/2022,Flowing,Unknown,Not A Priority,NA,NA,0.021,NA,20% Or More Above Average Discharge,Surface scum,Not present,Flow estimated from above.  Ponding at culvert at Del Obispo,Moderate (11-50 Items),In flow path of outfall,,,,,33.46675048,-117.6825898,2022-09-14
Dana Point,L01-728-5 (L01-DP),6/22/2022,Flowing,Yes,Priority,22,NA,NA,0.008,Below Average Discharge,,,,,,Yes,,,,33.46822415,-117.6822234,2022-06-22
Dana Point,L01-728-5 (L01-DP),6/22/2022,Flowing,Yes,Priority,22,1110,0.018,NA,Below Average Discharge,Clear,Not present,3.5 L in 15 sec,Sparse (<10 Items),In flow path of outfall,Yes,,None,None - Flow Infiltrates or Outfall is Dry,33.46822415,-117.6822234,2022-06-22
Dana Point,L01-728-5 (L01-DP),9/7/2022,Flowing,Yes,Priority,22,NA,NA,0.011,Below Average Discharge,,,,,,Yes,,,,33.46822415,-117.6822234,2022-09-07
Dana Point,L01-728-5 (L01-DP),9/7/2022,Flowing,Yes,Priority,22,1165,0.005312,NA,Below Average Discharge,Not present,Yellow tint,,Not Present (0 Items),,Yes,,None,None - Flow Infiltrates or Outfall is Dry,33.46822415,-117.6822234,2022-09-07
Dana Point,L01-728-6,7/12/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Closed,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.46971487,-117.6809003,2022-07-12
Dana Point,L01-728-6,8/29/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.46971487,-117.6809003,2022-08-29
Dana Point,L01-728-7 (L01S03),7/13/2022,Flowing,Yes,Not A Priority,NA,5003,0.0288,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.46920039,-117.6796469,2022-07-13
Dana Point,L01-728-7 (L01S03),9/28/2022,Flowing,Yes,Not A Priority,NA,NA,NA,0.018,Below Average Discharge,,,,,,,,,,33.46920039,-117.6796469,2022-09-28
Dana Point,L01-728-7 (L01S03),9/28/2022,Flowing,Yes,Not A Priority,NA,3420,0.04912,NA,Below Average Discharge,Not present,Not present,2.5L in 5 seconds. Cobwebs and mud nests present,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.46920039,-117.6796469,2022-09-28
Dana Point,L01-728-8d,7/12/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Halfway buried in sand,Sparse (<10 Items),Within area surrounding outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.46066735,-117.6773807,2022-07-12
Dana Point,L01-728-8d,9/23/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Kelp deposits,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.46066735,-117.6773807,2022-09-23
Dana Point,L01-728-9,7/12/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Closed,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.47077265,-117.6810971,2022-07-12
Dana Point,L01-728-9,8/29/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.47077265,-117.6810971,2022-08-29
Dana Point,M01-060-3,7/20/2022,Flowing,Yes,Not A Priority,NA,9426,0.476809,NA,Above Average Discharge,"Brown ""tea"" tint",Not present,Ponding on beach.  Turb is 4.66 NTU,Not Present (0 Items),,,,,Partial - Significant Distance,33.441288900000004,-117.6450087,2022-07-20
Dana Point,M01-060-3,9/28/2022,Flowing,Yes,Not A Priority,NA,8092,0.843429,NA,Above Average Discharge,Chocolate milk,Not present,Sediment (with organic material about 1? deep).  Collected sample about 10 meters upstream of access at stairway where sample wouldn?t be impacted by sediment).  Turb 2.9 NTU,Moderate (11-50 Items),In flow path of outfall,,,Sediment,Direct Connection,33.441288900000004,-117.6450087,2022-09-28
Dana Point,SC10-075-1 (M00P05),7/12/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,Partial - Significant Distance,33.45357005,-117.6649535,2022-07-12
Dana Point,SC10-075-1 (M00P05),9/23/2022,Flowing,Yes,Not A Priority,NA,7520,0.006,NA,Below Average Discharge,Not present,Not present,Algae on beachside of road scooped out recently from the channel,Sparse (<10 Items),Within area surrounding outfall,,,,Direct Connection,33.45357005,-117.6649535,2022-09-23
Dana Point,SC11-026-1 (M00P01),7/12/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,20% Or More Above Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.45392453,-117.6664841,2022-07-12
Dana Point,SC11-026-1 (M00P01),9/23/2022,Flowing,Unknown,Not A Priority,NA,NA,NA,0.008,20% Or More Above Average Discharge,,,,,,,,,,33.45392453,-117.6664841,2022-09-23
Dana Point,SC11-026-1 (M00P01),9/23/2022,Flowing,Unknown,Not A Priority,NA,8660,0.099,NA,20% Or More Above Average Discharge,Not present,Not present,1.2 l in 5 sec,Not Present (0 Items),,,,,Partial - Significant Distance,33.45392453,-117.6664841,2022-09-23
Dana Point,SC11-035-1d,7/12/2022,Other - See Comments,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Inaccessible- could not access outfall structure,,,,,,,33.45964061,-117.6756723,2022-07-12
Dana Point,SC11-035-1d,9/23/2022,Other - See Comments,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Cannot view outfall; possibly buried,Not Present (0 Items),,,,Sediment,,33.45964061,-117.6756723,2022-09-23
Dana Point,SC11-035-2d,7/12/2022,Dry,Unknown,,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.45863064,-117.673995,2022-07-12
Dana Point,SC11-035-2d,9/23/2022,Other - See Comments,Unknown,,NA,NA,NA,NA,Equal,Not present,Not present,"Outfall mostly buried, only top sliver visible.",Not Present (0 Items),,,,Sediment,Partial - Significant Distance,33.45863064,-117.673995,2022-09-23
Dana Point,SC11-035-3d,7/12/2022,Dry,Unknown,,NA,NA,NA,NA,Equal,Not present,Not present,Almost submerged in the sand,Sparse (<10 Items),In flow path of outfall,,,Clogged,None - Flow Infiltrates or Outfall is Dry,33.45703154,-117.6711216,2022-07-12
Dana Point,SC11-035-3d,9/23/2022,Dry,Unknown,,NA,NA,NA,NA,Equal,Not present,Not present,Rusted CMP mostly buried,Not Present (0 Items),,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.45703154,-117.6711216,2022-09-23
Dana Point,SC11-130-2,7/12/2022,Other - See Comments,Unknown,,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Outfall covered with sand and rocks,,,,,,,33.455718,-117.669171,2022-07-12
Dana Point,SC11-130-2,9/23/2022,Pooled or Ponded,Unknown,,NA,10000,NA,NA,Below Average Discharge,Not present,Not present,Cannot see outfall; buried in sand.  Ponded upstream,Not Present (0 Items),,,,,Partial - Significant Distance,33.455718,-117.669171,2022-09-23
Laguna Beach,DP04-12015-1,7/5/2022,Flowing,Unknown,Not A Priority,NA,3995,NA,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.50464905,-117.7474477,2022-07-05
Laguna Beach,DP04-12015-1,9/1/2022,Flowing,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Clear,Not enough flow to to floating leaf or volumetric measurement.,Sparse (<10 Items),Within area surrounding outfall,,,Other - See Comments,None - Flow Infiltrates or Outfall is Dry,33.50464905,-117.7474477,2022-09-01
Laguna Beach,I00-11437-1,6/21/2022,Pooled or Ponded,Yes,Priority,48,NA,NA,NA,Below Average Discharge,Clear,Not present,,Not Present (0 Items),,Yes,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.53349571,-117.7702547,2022-06-21
Laguna Beach,I00-11437-1,9/7/2022,Pooled or Ponded,Yes,Priority,48,NA,NA,NA,Below Average Discharge,Not present,Not present,Clear water,Sparse (<10 Items),In flow path of outfall,Yes,,Graffiti,Undetermined,33.53349571,-117.7702547,2022-09-07
Laguna Beach,I00-11453-1,7/5/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.53709679,-117.7805154,2022-07-05
Laguna Beach,I00-11453-1,8/16/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.53709679,-117.7805154,2022-08-16
Laguna Beach,I00-11468-1,6/21/2022,Flowing,Yes,Priority,55,9274,0.0192,NA,Below Average Discharge,Not present,Not present,"Lots of dead leaves and vegetation, starts ponding at end of pipe",Moderate (11-50 Items),Within area surrounding outfall,Yes,,Overgrown,Direct Connection,33.53565787,-117.7690133,2022-06-21
Laguna Beach,I00-11468-1,9/7/2022,Flowing,Yes,Priority,55,NA,0.005263,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,Yes,,,Direct Connection,33.53565787,-117.7690133,2022-09-07
Laguna Beach,I00-11518-1,7/5/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Closed off with plywood,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.52971644,-117.7733308,2022-07-05
Laguna Beach,I00-11518-1,8/16/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Outfall boarded,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.52971644,-117.7733308,2022-08-16
Laguna Beach,I00-11518-2,7/5/2022,Flowing,Yes,,NA,7941,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,,Direct Connection,33.528629,-117.772636,2022-07-05
Laguna Beach,I00-11518-2,8/16/2022,,Yes,,NA,NA,NA,NA,Equal,Not present,Not present,No access - high tide,,,,,,,33.528629,-117.772636,2022-08-16
Laguna Beach,I01-11010-1,6/21/2022,Flowing,Yes,Priority,57,4030,0.007407,NA,Below Average Discharge,Not present,Not present,Clear water,Not Present (0 Items),,Yes,,None,Direct Connection,33.54416454,-117.7834119,2022-06-21
Laguna Beach,I01-11010-1,9/7/2022,Flowing,Yes,Priority,57,NA,NA,0.014,Below Average Discharge,,,,,,Yes,,,,33.54416454,-117.7834119,2022-09-07
Laguna Beach,I01-11010-1,9/7/2022,Flowing,Yes,Priority,57,6067.75,0.013548,NA,Below Average Discharge,Not present,Not present,Clear water,Sparse (<10 Items),Within area surrounding outfall,Yes,,None,Direct Connection,33.54416454,-117.7834119,2022-09-07
Laguna Beach,I01-11015-2,7/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.54790609,-117.7815571,2022-07-21
Laguna Beach,I01-11015-2,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.54790609,-117.7815571,2022-09-01
Laguna Beach,I01-11015-3,7/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.54793033,-117.7815464,2022-07-21
Laguna Beach,I01-11015-3,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.54793033,-117.7815464,2022-09-01
Laguna Beach,I01-11023-1,6/21/2022,Pooled or Ponded,Yes,Priority,43,NA,NA,NA,Below Average Discharge,Not present,Not present,Rust and cracks in outfall; outfall wet; insufficient flow for sampling,Moderate (11-50 Items),Within area surrounding outfall,Yes,,Other - See Comments,Direct Connection,33.54963669,-117.7803262,2022-06-21
Laguna Beach,I01-11023-1,9/1/2022,Pooled or Ponded,Yes,Priority,43,NA,NA,NA,Below Average Discharge,Clear,Not present,Rusting deteriorating pipe outlining the outfall. Vines are overgrown.,Not Present (0 Items),,Yes,,Other - See Comments,,33.54963669,-117.7803262,2022-09-01
Laguna Beach,I01-11023-1,9/7/2022,Flowing,Yes,Priority,43,NA,NA,NA,Below Average Discharge,Not present,Not present,Insufficient flow for sampling,Not Present (0 Items),,Yes,,,Direct Connection,33.54963669,-117.7803262,2022-09-07
Laguna Beach,I01-11023-2,7/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.55023025,-117.7795866,2022-07-21
Laguna Beach,I01-11023-2,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.55023025,-117.7795866,2022-09-01
Laguna Beach,I01-11023-3,7/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Moderate (11-50 Items),In flow path of outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.55073178,-117.7789163,2022-07-21
Laguna Beach,I01-11023-3,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Rocks and sediment inside outfall,Not Present (0 Items),,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.55073178,-117.7789163,2022-09-01
Laguna Beach,I01-11023-4,7/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Abundant (>50 Items),In flow path of outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.55119472,-117.7782698,2022-07-21
Laguna Beach,I01-11023-4,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.55119472,-117.7782698,2022-09-01
Laguna Beach,I01-11023-5,7/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.55124303,-117.7782669,2022-07-21
Laguna Beach,I01-11023-5,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.55124303,-117.7782669,2022-09-01
Laguna Beach,I01-11059-1,7/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.55357149,-117.7755089,2022-07-21
Laguna Beach,I01-11059-1,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Dampened water mark,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.55357149,-117.7755089,2022-09-01
Laguna Beach,I01-11059-2,7/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.5535769,-117.7754408,2022-07-21
Laguna Beach,I01-11059-2,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.5535769,-117.7754408,2022-09-01
Laguna Beach,I01-11059-3,7/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,Sediment,None - Flow Infiltrates or Outfall is Dry,33.55369586,-117.7753481,2022-07-21
Laguna Beach,I01-11059-3,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,,None - Flow Infiltrates or Outfall is Dry,33.55369586,-117.7753481,2022-09-01
Laguna Beach,I01-11065-1,7/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.55771802,-117.7731408,2022-07-21
Laguna Beach,I01-11065-1,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.55771802,-117.7731408,2022-09-01
Laguna Beach,I01-11077-1,7/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.56321823,-117.7679944,2022-07-21
Laguna Beach,I01-11077-1,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.56321823,-117.7679944,2022-09-01
Laguna Beach,I01-11077-2,7/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Rats,Moderate (11-50 Items),Within area surrounding outfall,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.56314232,-117.7678685,2022-07-21
Laguna Beach,I01-11077-2,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.56314232,-117.7678685,2022-09-01
Laguna Beach,I01-11093-1,7/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.5586741,-117.7725813,2022-07-21
Laguna Beach,I01-11093-1,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.5586741,-117.7725813,2022-09-01
Laguna Beach,I01-11093-2,7/21/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,None,None - Flow Infiltrates or Outfall is Dry,33.56267164,-117.7697325,2022-07-21
Laguna Beach,I01-11093-2,9/1/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Not Present (0 Items),,,,None,None - Flow Infiltrates or Outfall is Dry,33.56267164,-117.7697325,2022-09-01
Laguna Beach,I01-11487-1,7/5/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Sparse (<10 Items),,,,Graffiti,None - Flow Infiltrates or Outfall is Dry,33.54221573,-117.7852577,2022-07-05
Laguna Beach,I01-11487-1,8/16/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,Moderate (11-50 Items),Within area surrounding outfall,,,,Partial - Significant Distance,33.54221573,-117.7852577,2022-08-16
Laguna Beach,I01-11487-2,7/5/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),In flow path of outfall,,,,Partial - Significant Distance,33.54099301,-117.7835203,2022-07-05
Laguna Beach,I01-11487-2,8/16/2022,Pooled or Ponded,Unknown,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,,Sparse (<10 Items),Within area surrounding outfall,,,,Partial - Significant Distance,33.54099301,-117.7835203,2022-08-16
Laguna Beach,LC01-11446-1,7/5/2022,Pooled or Ponded,Yes,Not A Priority,NA,NA,NA,NA,Below Average Discharge,Not present,Not present,Somewhat eroded,Sparse (<10 Items),In flow path of outfall,,,Other - See Comments,Direct Connection,33.5540555,-117.8159132,2022-07-05
Laguna Beach,LC01-11446-1,9/7/2022,Flowing,Yes,Not A Priority,NA,2026.6,0.0072,NA,Below Average Discharge,Not present,"Brown ""tea"" tint",,Sparse (<10 Items),In flow path of outfall,,,None,Partial - Significant Distance,33.5540555,-117.8159132,2022-09-07
Laguna Beach,LC02-11508-2,7/5/2022,Flowing,Yes,Not A Priority,NA,9369,0.009125,NA,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,Direct Connection,33.54553581,-117.7953219,2022-07-05
Laguna Beach,LC02-11508-2,8/16/2022,Flowing,Yes,Not A Priority,NA,6053.327,0.007273,NA,Below Average Discharge,Not present,Not present,,Not Present (0 Items),,,,,Undetermined,33.54553581,-117.7953219,2022-08-16
Laguna Beach,LC02-11508-3,7/5/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,Barbed wire poking out and rust erosion,Sparse (<10 Items),In flow path of outfall,,,,None - Flow Infiltrates or Outfall is Dry,33.54503213,-117.7946238,2022-07-05
Laguna Beach,LC02-11508-3,8/16/2022,Dry,Unknown,Not A Priority,NA,NA,NA,NA,Equal,Not present,Not present,,,,,,,None - Flow Infiltrates or Outfall is Dry,33.54503213,-117.7946238,2022-08-16
