FacilityID,Date,FlowConnectivity,FlowCondition,PersistentFlow,SampleDry,FloatDischargeCFS,VolumeDischargeCFS,rain_gage,wet_within_72,GlobalID,QInscfs
SC03-067-1,2022-08-30,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{9F0C26C8-D63A-4809-AD72-C714A780C1C6},0
SC05-073-1,2022-07-19,Direct Connection,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{665C8249-2626-4CF7-81EA-645A6B98A96D},NA
SC05-073-3,2022-07-19,Partial - Significant Distance,Flowing,Yes,,NA,NA,PALISADES,FALSE,{42902E2B-56C6-4060-A36D-AEA18B64156E},NA
SC05-073-3,2022-08-08,Direct Connection,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{42902E2B-56C6-4060-A36D-AEA18B64156E},NA
SC06-146-1 (M00P02),2022-07-19,Partial - Significant Distance,Flowing,Yes,,0.003651,NA,PALISADES,FALSE,{839E2352-454E-4F0A-8BF2-3ECBF7506A2F},0.003651
SC06-146-1 (M00P02),2022-08-08,Direct Connection,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{839E2352-454E-4F0A-8BF2-3ECBF7506A2F},NA
SC06-146-2 (M00P02),2022-07-19,Direct Connection,Flowing,Yes,,0.075,NA,PALISADES,FALSE,{39F60971-71F5-4FB5-A552-55C3B268E8F1},0.075
SC06-146-2 (M00P02),2022-08-08,Direct Connection,Flowing,Yes,,NA,NA,PALISADES,FALSE,{39F60971-71F5-4FB5-A552-55C3B268E8F1},NA
SC07-079-4,2022-07-20,Direct Connection,Flowing,Yes,,0.0075,NA,PALISADES,FALSE,{2469619B-A75B-4EF1-A5FC-DCC2D95A044B},0.0075
SC07-079-4,2022-09-23,Direct Connection,Flowing,Yes,,0.006,NA,PALISADES,FALSE,{2469619B-A75B-4EF1-A5FC-DCC2D95A044B},0.006
SC07-079-5,2022-07-20,Partial - Significant Distance,Flowing,Yes,,NA,NA,PALISADES,FALSE,{03864DBD-D87D-474A-A6EE-7F78E41DD1AA},NA
SC07-079-5,2022-09-23,Direct Connection,Flowing,Yes,,0.0144,NA,PALISADES,FALSE,{03864DBD-D87D-474A-A6EE-7F78E41DD1AA},0.0144
SC10-075-1 (M00P05),2022-07-12,Partial - Significant Distance,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{A312578F-E3A9-4101-A4A6-AD6BB12708E1},NA
SC10-075-1 (M00P05),2022-09-23,Direct Connection,Flowing,Yes,,0.006,NA,PALISADES,FALSE,{A312578F-E3A9-4101-A4A6-AD6BB12708E1},0.006
SC11-026-1 (M00P01),2022-07-12,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{7BC19F3E-F96A-4680-97D9-CFCD38CE4F28},0
SC11-026-1 (M00P01),2022-09-23,Partial - Significant Distance,Flowing,Unknown,,NA,0.008,PALISADES,FALSE,{7BC19F3E-F96A-4680-97D9-CFCD38CE4F28},0.008
SC11-035-2d,2022-07-12,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,DANAPOINT,FALSE,{0E4D95D6-8AD7-457D-929B-ABD734ED7531},0
SC11-035-2d,2022-09-23,Partial - Significant Distance,Other - See Comments,Unknown,,NA,NA,DANAPOINT,FALSE,{0E4D95D6-8AD7-457D-929B-ABD734ED7531},NA
SC11-035-3d,2022-07-12,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{BBC10ACC-C12B-4BF8-854C-F341793E1E96},0
SC11-035-3d,2022-09-23,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{BBC10ACC-C12B-4BF8-854C-F341793E1E96},0
SC11-130-2,2022-09-23,Partial - Significant Distance,Pooled or Ponded,Unknown,,NA,NA,PALISADES,FALSE,{DE0020F6-684A-482B-8896-B9B1BD8DEE8C},NA
SC12-068-2,2022-07-19,Partial - Significant Distance,Flowing,Yes,,0.006217,NA,PALISADES,FALSE,{98B44F39-2446-4B60-A2A7-E75C37BDE055},0.006217
SC12-068-2,2022-09-23,Partial - Significant Distance,Flowing,Yes,,0.021,NA,PALISADES,FALSE,{98B44F39-2446-4B60-A2A7-E75C37BDE055},0.021
SC12-068-4,2022-07-19,Partial - Significant Distance,Flowing,Unknown,,3.08e-4,NA,PALISADES,FALSE,{8EA7D45C-F7B0-4458-86E9-AD604FC84803},3.08e-4
SC12-068-4,2022-08-08,None - Flow Infiltrates or Outfall is Dry,Dry,Unknown,,0,0,PALISADES,FALSE,{8EA7D45C-F7B0-4458-86E9-AD604FC84803},0
SM01-086-1 (M03P01),2022-07-26,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{51E3B119-6EF4-4695-B9F3-3FFABED66286},NA
SM01-086-1 (M03P01),2022-09-15,Undetermined,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{51E3B119-6EF4-4695-B9F3-3FFABED66286},NA
SM01-086-2,2022-07-26,Undetermined,Other - See Comments,Unknown,,NA,NA,PALISADES,FALSE,{3F28F93D-68A5-4355-B7E9-8E704FB9707E},NA
SM01-086-2,2022-09-15,Undetermined,Other - See Comments,Unknown,,NA,NA,PALISADES,FALSE,{3F28F93D-68A5-4355-B7E9-8E704FB9707E},NA
I00-11518-2,2022-08-16,NA,,Yes,,NA,NA,LAGUNABEACH,FALSE,{43927D34-5C8D-480F-9527-A565DA0C7C0C},NA
I01-11023-1,2022-09-01,NA,Pooled or Ponded,Yes,Yes,NA,NA,LAGUNABEACH,FALSE,{EC705F4A-8057-41AB-99F6-CDD22A7AEEDC},NA
I01-11216-2 (I02P12),2022-06-28,NA,Pooled or Ponded,Yes,,NA,NA,ELTORO,FALSE,{3E6152B4-AA12-4483-A315-F2A09982301C},NA
J01-9224-1 (J01P24),2022-08-10,NA,Flowing,Yes,Yes,0.004,NA,SULPHURCREEK,FALSE,{0066DC99-7D9F-42BE-ABDB-C06A68E52A0F},0.004
J03-9234-5,2022-08-31,NA,Pooled or Ponded,Yes,,NA,NA,SULPHURCREEK,FALSE,{0C213075-F3BE-4202-976F-D3228FB0F4F4},NA
L01-414-1,2022-07-21,NA,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{68338A6C-A350-4B2E-90E5-C3AA59C3D9A8},NA
L01-728-4,2022-09-14,NA,Flowing,Unknown,,0.021,NA,DANAPOINT,FALSE,{87F2F346-2A95-465B-9529-A030D3DAEC5F},0.021
L01-748-2,2022-07-13,NA,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{DBC981FA-992C-4171-A16D-E171B6935A16},NA
L01-748-2,2022-08-10,NA,Pooled or Ponded,Yes,,NA,NA,PALISADES,FALSE,{DBC981FA-992C-4171-A16D-E171B6935A16},NA
L02-502-6,2022-08-11,NA,Other - See Comments,Unknown,,NA,NA,SULPHURCREEK,FALSE,{C5BC5588-D77D-4EF7-9CE0-E8B1DCFE0385},NA
L03-074-2,2022-06-22,NA,Flowing,Yes,,NA,NA,ELTORO,FALSE,{6A5E6BA4-3561-44F0-907D-3D9775BDE62E},NA
L03-074-2,2022-08-09,NA,Flowing,Yes,,0.00848,NA,ELTORO,FALSE,{6A5E6BA4-3561-44F0-907D-3D9775BDE62E},0.00848
L03-172-2,2022-06-22,NA,Flowing,Yes,,NA,NA,TRABUCO,FALSE,{F5690724-C245-4E1E-8E50-C527FA115971},NA
L03-172-2,2022-08-09,NA,Flowing,Yes,,0.010891499999999998,NA,TRABUCO,FALSE,{F5690724-C245-4E1E-8E50-C527FA115971},0.010891499999999998
L03-172-3,2022-06-22,NA,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{B1EF7D05-C4F9-490F-9BA9-7AFF1949A39B},NA
L03-172-3,2022-08-09,NA,Pooled or Ponded,Yes,,NA,NA,TRABUCO,FALSE,{B1EF7D05-C4F9-490F-9BA9-7AFF1949A39B},NA
L04-301-1 (L04P08),2022-06-22,NA,,Yes,,NA,NA,ELTORO,FALSE,{214EC75B-5777-4611-BDFC-D8AD310BF1D9},NA
M02-052-3,2022-07-28,NA,Flowing,Yes,,NA,0.002,PALISADES,FALSE,{E7B21F39-AB19-4339-B5EA-533C4BDF4CF1},0.002
M02-086-1,2022-08-30,NA,Other - See Comments,Unknown,,NA,NA,PALISADES,FALSE,{F86F746E-958B-4AF4-8B9D-F230E1352261},NA
M02-142-1,2022-08-24,NA,Other - See Comments,Unknown,,NA,NA,PALISADES,FALSE,{EC5901D7-35FC-4050-9794-9A9E94520BB5},NA
SC11-035-1d,2022-07-12,NA,Other - See Comments,Unknown,,NA,NA,DANAPOINT,FALSE,{3B52E0AD-1DF2-44A3-B49D-8D34966FF565},NA
SC11-035-1d,2022-09-23,NA,Other - See Comments,Unknown,,NA,NA,DANAPOINT,FALSE,{3B52E0AD-1DF2-44A3-B49D-8D34966FF565},NA
SC11-130-2,2022-07-12,NA,Other - See Comments,Unknown,,NA,NA,PALISADES,FALSE,{DE0020F6-684A-482B-8896-B9B1BD8DEE8C},NA
