FACILITYID,JURISDICTI,PRIORITY,LSPC_LU_DESC,LSPC_LU_CODE,RC_Group,EMC_Group,RC,Shape_Area,AREA,PERCENTAGE,JTribArea,EMCgroupArea,PerCentLU,,,,,,Agriculture ,Business ,Developed Open Space ,Highway/ Arterial ,Multi-Family ,Open Space ,Single Family ,Surface Street ,Water ,,,
M01-060-3,DANA POINT,1,OSAGIR,70,Agriculture,agriculture,0.222,422885.0699,9.708144202,0.213564098,6870.546566,26.58323837,0.386915919,,,,L01-602-2,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,2833.429046,0.065046841,0.104202571,3464.826613,700.1696999,20.20792894
M01-060-3,DANA POINT,1,OSDEV,75,Developed Open Space,developed open space,0.217,23995043.73,550.8526105,12.11790208,6870.546566,1045.101272,15.21132652,,,,L01-602-2,SAN JUAN CAPISTRANO,1,OSWET,79,Open Space,open space,0.078,699.2803319,0.016053332,0.025716828,3464.826613,700.1696999,20.20792894
M01-060-3,DANA POINT,1,OSIRR,76,Developed Open Space,developed open space,0.217,6780121.992,155.6508061,3.424076044,6870.546566,1045.101272,15.21132652,,,,L01-766-7,SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,1819699.349,41.77471597,73.63368472,3464.826613,327.3389305,9.447483729
M01-060-3,DANA POINT,1,OSLOW,77,Open Space,open space,0.078,58793693.74,1349.722886,29.69180769,6870.546566,1707.051202,24.84593017,,,,L01-766-7,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,185214.165,4.251949169,7.494645442,3464.826613,1070.297336,30.89035773
M01-060-3,DANA POINT,1,OSFOR,78,Open Space,open space,0.078,61568.36509,1.41342083,0.031093064,6870.546566,1707.051202,24.84593017,,,,L01-766-7,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,445001.4003,10.21586732,18.00687176,3464.826613,388.6333127,11.21652989
M01-060-3,DANA POINT,1,WATER,80,Water,water,0.797,38746.68579,0.889505068,0.01956773,6870.546566,0.889505068,0.012946642,,,,L01-766-7,SAN JUAN CAPISTRANO,1,TROTH,62,Streets and Roads,surface street,0.471,6551.982439,0.150413422,0.265124351,3464.826613,388.6333127,11.21652989
M01-060-3,DANA POINT,1,OSVAC,9999,Developed Open Space,developed open space,0.217,183241.978,4.206673806,0.092540292,6870.546566,1045.101272,15.21132652,,,,L01-766-7,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,11370.16815,0.261024188,0.460091046,3464.826613,389.15702,11.23164485
SC10-075-1 (M00P05),DANA POINT,1,COMM,10,Commercial,business,0.486,228045.7771,5.235231619,6.288139875,6870.546566,793.4168463,11.5480892,,,,L01-766-7,SAN JUAN CAPISTRANO,1,OSIRR,76,Developed Open Space,developed open space,0.217,2330.339036,0.053497437,0.094296594,3464.826613,389.15702,11.23164485
SC10-075-1 (M00P05),DANA POINT,1,RESSFH,50,Single Family Residential,single family,0.405,1692851.135,38.86267003,46.67871889,6870.546566,1983.434442,28.86865583,,,,L01-766-7,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,1119.239942,0.025694316,0.045289768,3464.826613,700.1696999,20.20792894
SC10-075-1 (M00P05),DANA POINT,1,RESMF,52,Multi-family Residential,multi-family,0.485,449469.1151,10.31843235,12.39367245,6870.546566,309.9360715,4.511083195,,,,L02-571-1,SAN JUAN CAPISTRANO,1,IND,30,Light Industrial,business,0.414,2186.136851,0.050186997,0.139278008,3464.826613,327.3389305,9.447483729
SC10-075-1 (M00P05),DANA POINT,1,TRANS,60,Streets and Roads,surface street,0.471,1028571.216,23.61284046,28.36184805,6870.546566,823.2169389,11.98182606,,,,L02-571-1,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,3646.810042,0.083719574,0.232336982,3464.826613,1070.297336,30.89035773
SC10-075-1 (M00P05),DANA POINT,1,TRFWY,61,Freeway,highway/arterial,0.45,22205.12656,0.509761602,0.612284707,6870.546566,180.9170504,2.633226464,,,,L02-571-1,SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,1522215.241,34.94539324,96.97979631,3464.826613,321.5490378,9.280378896
SC10-075-1 (M00P05),DANA POINT,1,TROTH,62,Streets and Roads,surface street,0.471,35438.71904,0.813564297,0.977188112,6870.546566,823.2169389,11.98182606,,,,L02-571-1,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,24310.8737,0.558103098,1.548837192,3464.826613,388.6333127,11.21652989
SC10-075-1 (M00P05),DANA POINT,1,OSDEV,75,Developed Open Space,developed open space,0.217,141806.263,3.255436873,3.910169387,6870.546566,1045.101272,15.21132652,,,,L02-571-1,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,4658.940235,0.106954979,0.29681944,3464.826613,389.15702,11.23164485
SC10-075-1 (M00P05),DANA POINT,1,OSIRR,76,Developed Open Space,developed open space,0.217,26277.67011,0.603254711,0.724581123,6870.546566,1045.101272,15.21132652,,,,L02-571-1,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,12602.84649,0.289322702,0.802922906,3464.826613,700.1696999,20.20792894
SC10-075-1 (M00P05),DANA POINT,1,OSLOW,77,Open Space,open space,0.078,1936.511624,0.044456368,0.053397419,6870.546566,1707.051202,24.84593017,,,,L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,288816.6053,6.630343448,3.003025106,3464.826613,327.3389305,9.447483729
L01-728-2,DANA POINT,1,COMM,10,Commercial,business,0.486,416693.6423,9.566008014,9.967386912,6870.546566,793.4168463,11.5480892,,,,L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,5877322.351,134.9252952,61.11056723,3464.826613,1070.297336,30.89035773
L01-728-2,DANA POINT,1,IND,30,Light Industrial,business,0.414,420646.1769,9.656746087,10.06193225,6870.546566,793.4168463,11.5480892,,,,L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,227720.7329,5.2277696,2.367769254,3464.826613,321.5490378,9.280378896
L01-728-2,DANA POINT,1,RESSFH,50,Single Family Residential,single family,0.405,474256.0945,10.88746537,11.34429113,6870.546566,1983.434442,28.86865583,,,,L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,767697.8468,17.62398801,7.982283101,3464.826613,388.6333127,11.21652989
L01-728-2,DANA POINT,1,RESMF,52,Multi-family Residential,multi-family,0.485,342646.2177,7.86610625,8.196159189,6870.546566,309.9360715,4.511083195,,,,L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,523675.0269,12.02197249,5.445009824,3464.826613,389.15702,11.23164485
L01-728-2,DANA POINT,1,TRANS,60,Streets and Roads,surface street,0.471,1731606.459,39.7523734,41.42033812,6870.546566,823.2169389,11.98182606,,,,L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,1932234.192,44.35817083,20.09076931,3464.826613,700.1696999,20.20792894
L01-728-2,DANA POINT,1,TRFWY,61,Freeway,highway/arterial,0.45,231780.2673,5.32096406,5.544225706,6870.546566,180.9170504,2.633226464,,,,L02-571-5 (L02TBN2),SAN JUAN CAPISTRANO,1,OSFOR,78,Open Space,open space,0.078,55.88668903,0.001282987,5.81E-04,3464.826613,700.1696999,20.20792894
L01-728-2,DANA POINT,1,TROTH,62,Streets and Roads,surface street,0.471,316605.1587,7.268283405,7.573252372,6870.546566,823.2169389,11.98182606,,,,L02-541-2,SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,57512.08237,1.32030102,18.67975275,3464.826613,327.3389305,9.447483729
L01-728-2,DANA POINT,1,OSDEV,75,Developed Open Space,developed open space,0.217,246336.5936,5.655132667,5.89241565,6870.546566,1045.101272,15.21132652,,,,L02-541-2,SAN JUAN CAPISTRANO,1,UTIL,40,Commercial,business,0.486,9849.975926,0.226125237,3.19924279,3464.826613,327.3389305,9.447483729
L01-728-3 (L01S02),DANA POINT,1,COMM,10,Commercial,business,0.486,3226442.344,74.06922061,7.304516263,6870.546566,793.4168463,11.5480892,,,,L02-541-2,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,14427.81589,0.331218402,4.686111552,3464.826613,1070.297336,30.89035773
L01-728-3 (L01S02),DANA POINT,1,IND,30,Light Industrial,business,0.414,755788.7244,17.35059108,1.711070721,6870.546566,793.4168463,11.5480892,,,,L02-541-2,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,76552.7468,1.757416277,24.86410374,3464.826613,388.6333127,11.21652989
L01-728-3 (L01S02),DANA POINT,1,UTIL,40,Commercial,business,0.486,111571.7343,2.561344826,0.252593247,6870.546566,793.4168463,11.5480892,,,,L02-541-2,SAN JUAN CAPISTRANO,1,TROTH,62,Streets and Roads,surface street,0.471,18566.86032,0.426238168,6.030460832,3464.826613,388.6333127,11.21652989
L01-728-3 (L01S02),DANA POINT,1,RESSFH,50,Single Family Residential,single family,0.405,10180243.55,233.7071689,23.04760063,6870.546566,1983.434442,28.86865583,,,,L02-541-2,SAN JUAN CAPISTRANO,1,OSAGIR,70,Agriculture,agriculture,0.222,129190.2277,2.965811398,41.96060048,3464.826613,217.2805725,6.271037393
L01-728-3 (L01S02),DANA POINT,1,RESMF,52,Multi-family Residential,multi-family,0.485,1847444.483,42.41165915,4.182528876,6870.546566,309.9360715,4.511083195,,,,L02-541-2,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,1784.899743,0.040975824,0.579730111,3464.826613,389.15702,11.23164485
L01-728-3 (L01S02),DANA POINT,1,TRANS,60,Streets and Roads,surface street,0.471,5158726.872,118.428547,11.67911908,6870.546566,823.2169389,11.98182606,,,,L02-541-7,SAN JUAN CAPISTRANO,1,UTIL,40,Commercial,business,0.486,5609.781328,0.128783374,0.519800041,3464.826613,327.3389305,9.447483729
L01-728-3 (L01S02),DANA POINT,1,TRFWY,61,Freeway,highway/arterial,0.45,2857441.788,65.59809959,6.469116069,6870.546566,180.9170504,2.633226464,,,,L02-541-7,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,735242.6281,16.87891573,68.12728087,3464.826613,1070.297336,30.89035773
L01-728-3 (L01S02),DANA POINT,1,TROTH,62,Streets and Roads,surface street,0.471,21397.62262,0.491223788,0.048443228,6870.546566,823.2169389,11.98182606,,,,L02-541-7,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,291772.2784,6.698196637,27.03549985,3464.826613,388.6333127,11.21652989
L01-728-3 (L01S02),DANA POINT,1,OSAGIR,70,Agriculture,agriculture,0.222,475028.7733,10.90520371,1.075443176,6870.546566,26.58323837,0.386915919,,,,L02-541-7,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,46594.29517,1.069662111,4.317408312,3464.826613,389.15702,11.23164485
L01-728-3 (L01S02),DANA POINT,1,OSAGNI,71,Agriculture,agriculture,0.222,4332.781978,0.099467385,0.009809218,6870.546566,26.58323837,0.386915919,,,,L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,716612.3834,16.45122245,7.398285014,3464.826613,327.3389305,9.447483729
L01-728-3 (L01S02),DANA POINT,1,OSDEV,75,Developed Open Space,developed open space,0.217,6270637.065,143.9545948,14.19643234,6870.546566,1045.101272,15.21132652,,,,L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,EDU,20,Education,business,0.422,355731.0706,8.166494341,3.672557033,3464.826613,327.3389305,9.447483729
L01-728-3 (L01S02),DANA POINT,1,OSLOW,77,Open Space,open space,0.078,13261457.74,304.4423965,30.02332707,6870.546566,1707.051202,24.84593017,,,,L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,IND,30,Light Industrial,business,0.414,291956.472,6.702425157,3.014149967,3464.826613,327.3389305,9.447483729
L01-728-7 (L01S03),DANA POINT,1,COMM,10,Commercial,business,0.486,1836987.675,42.17160292,22.71249477,6870.546566,793.4168463,11.5480892,,,,L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,3009049.99,69.07855891,31.06534294,3464.826613,1070.297336,30.89035773
L01-728-7 (L01S03),DANA POINT,1,IND,30,Light Industrial,business,0.414,584295.2903,13.41362781,7.224220339,6870.546566,793.4168463,11.5480892,,,,L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,1510629.765,34.67942626,15.59569694,3464.826613,321.5490378,9.280378896
L01-728-7 (L01S03),DANA POINT,1,UTIL,40,Commercial,business,0.486,7623.301835,0.175007629,0.094254417,6870.546566,793.4168463,11.5480892,,,,L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,2340808.558,53.73778515,24.1664382,3464.826613,388.6333127,11.21652989
L01-728-7 (L01S03),DANA POINT,1,RESSFH,50,Single Family Residential,single family,0.405,452624.5381,10.39087118,5.596244654,6870.546566,1983.434442,28.86865583,,,,L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,TRFWY,61,Freeway,highway/arterial,0.45,505089.1924,11.59529873,5.214525858,3464.826613,50.40070414,1.454638566
L01-728-7 (L01S03),DANA POINT,1,RESMF,52,Multi-family Residential,multi-family,0.485,443403.1132,10.17917555,5.48223106,6870.546566,309.9360715,4.511083195,,,,L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,TROTH,62,Streets and Roads,surface street,0.471,263369.5423,6.046156927,2.719019351,3464.826613,388.6333127,11.21652989
L01-728-7 (L01S03),DANA POINT,1,TRANS,60,Streets and Roads,surface street,0.471,1174938.68,26.97298852,14.52692851,6870.546566,823.2169389,11.98182606,,,,L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,OSAGIR,70,Agriculture,agriculture,0.222,6673.551996,0.153204286,0.068897553,3464.826613,217.2805725,6.271037393
L01-728-7 (L01S03),DANA POINT,1,TRFWY,61,Freeway,highway/arterial,0.45,865224.8411,19.86290868,10.69763012,6870.546566,180.9170504,2.633226464,,,,L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,OSAGNI,71,Agriculture,agriculture,0.222,27.28348298,6.26E-04,2.82E-04,3464.826613,217.2805725,6.271037393
L01-728-7 (L01S03),DANA POINT,1,OSAGIR,70,Agriculture,agriculture,0.222,121440.4451,2.787900157,1.501488285,6870.546566,26.58323837,0.386915919,,,,L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,494157.2236,11.34433426,5.101664535,3464.826613,389.15702,11.23164485
L01-728-7 (L01S03),DANA POINT,1,OSAGNI,71,Agriculture,agriculture,0.222,4332.781978,0.099467385,0.053570467,6870.546566,26.58323837,0.386915919,,,,L02-541-9 (L02P02),SAN JUAN CAPISTRANO,1,OSIRR,76,Developed Open Space,developed open space,0.217,192090.931,4.409818626,1.98314108,3464.826613,389.15702,11.23164485
L01-728-7 (L01S03),DANA POINT,1,OSDEV,75,Developed Open Space,developed open space,0.217,1877968.094,43.11238764,23.2191762,6870.546566,1045.101272,15.21132652,,,,L01-766-5,SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,440260.9252,10.10704055,15.79820345,3464.826613,327.3389305,9.447483729
L01-728-7 (L01S03),DANA POINT,1,OSLOW,77,Open Space,open space,0.078,719165.9668,16.50984489,8.891759854,6870.546566,1707.051202,24.84593017,,,,L01-766-5,SAN JUAN CAPISTRANO,1,IND,30,Light Industrial,business,0.414,87237.71592,2.002710396,3.130414502,3464.826613,327.3389305,9.447483729
L01-728-6,DANA POINT,1,COMM,10,Commercial,business,0.486,189020.6852,4.339335198,97.16579505,6870.546566,793.4168463,11.5480892,,,,L01-766-5,SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,362698.7934,8.326451886,13.01498498,3464.826613,321.5490378,9.280378896
L01-728-6,DANA POINT,1,UTIL,40,Commercial,business,0.486,5513.493171,0.126572893,2.834202759,6870.546566,793.4168463,11.5480892,,,,L01-766-5,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,263865.6798,6.057546724,9.468484382,3464.826613,388.6333127,11.21652989
L01-727-2,DANA POINT,1,UTIL,40,Commercial,business,0.486,332.1564398,0.007625293,1.048528034,6870.546566,793.4168463,11.5480892,,,,L01-766-5,SAN JUAN CAPISTRANO,1,TRFWY,61,Freeway,highway/arterial,0.45,242322.6567,5.562984985,8.69544039,3464.826613,50.40070414,1.454638566
L01-727-2,DANA POINT,1,TRANS,60,Streets and Roads,surface street,0.471,16686.72341,0.383075991,52.67547214,6870.546566,823.2169389,11.98182606,,,,L01-766-5,SAN JUAN CAPISTRANO,1,OSAGIR,70,Agriculture,agriculture,0.222,191477.4232,4.39573437,6.870923845,3464.826613,217.2805725,6.271037393
L01-727-2,DANA POINT,1,OSIRR,76,Developed Open Space,developed open space,0.217,14659.47355,0.336536552,46.27599268,6870.546566,1045.101272,15.21132652,,,,L01-766-5,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,691983.9615,15.88582942,24.83096452,3464.826613,389.15702,11.23164485
L01-726-2,DANA POINT,1,UTIL,40,Commercial,business,0.486,1146.951877,0.026330497,1.046980071,6870.546566,793.4168463,11.5480892,,,,L01-766-5,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,506931.2717,11.63758722,18.19058406,3464.826613,700.1696999,20.20792894
L01-726-2,DANA POINT,1,RESSFH,50,Single Family Residential,single family,0.405,4575.151138,0.105031438,4.176367082,6870.546566,1983.434442,28.86865583,,,,L01-766-4,SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,74528.38771,1.710943201,6.612837967,3464.826613,327.3389305,9.447483729
L01-726-2,DANA POINT,1,OSIRR,76,Developed Open Space,developed open space,0.217,103826.4933,2.383537847,94.77666111,6870.546566,1045.101272,15.21132652,,,,L01-766-4,SAN JUAN CAPISTRANO,1,IND,30,Light Industrial,business,0.414,70415.23099,1.616517738,6.247881207,3464.826613,327.3389305,9.447483729
L01-726-3,DANA POINT,1,COMM,10,Commercial,business,0.486,115359.9112,2.64830975,22.28140002,6870.546566,793.4168463,11.5480892,,,,L01-766-4,SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,672369.8877,15.43555044,59.65878584,3464.826613,1070.297336,30.89035773
L01-726-3,DANA POINT,1,UTIL,40,Commercial,business,0.486,45072.20079,1.034719492,8.705552254,6870.546566,793.4168463,11.5480892,,,,L01-766-4,SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,30515.48692,0.700541988,2.707612182,3464.826613,321.5490378,9.280378896
L01-726-3,DANA POINT,1,OSDEV,75,Developed Open Space,developed open space,0.217,278297.6347,6.388860145,53.75230317,6870.546566,1045.101272,15.21132652,,,,L01-766-4,SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,255951.7713,5.875867655,22.71037443,3464.826613,388.6333127,11.21652989
L01-726-3,DANA POINT,1,OSLOW,77,Open Space,open space,0.078,76122.20139,1.747532274,14.70276113,6870.546566,1707.051202,24.84593017,,,,L01-766-4,SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,22412.77704,0.51452862,1.988665896,3464.826613,389.15702,11.23164485
L01-726-3,DANA POINT,1,OSVAC,9999,Developed Open Space,developed open space,0.217,2888.874886,0.066319707,0.557976998,6870.546566,1045.101272,15.21132652,,,,L01-766-4,SAN JUAN CAPISTRANO,1,OSLOW,77,Open Space,open space,0.078,830.369993,0.019062748,0.073677996,3464.826613,700.1696999,20.20792894
L01-726-6,DANA POINT,1,UTIL,40,Commercial,business,0.486,1874.797417,0.043039599,0.692722173,6870.546566,793.4168463,11.5480892,,,,L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,COMM,10,Commercial,business,0.486,1550899.751,35.60390161,14.50813652,3464.826613,327.3389305,9.447483729
L01-726-6,DANA POINT,1,RESSFH,50,Single Family Residential,single family,0.405,639.0907532,0.014671564,0.236138759,6870.546566,1983.434442,28.86865583,,,,L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,IND,30,Light Industrial,business,0.414,38182.01086,0.876541864,0.357179647,3464.826613,327.3389305,9.447483729
L01-726-6,DANA POINT,1,TRANS,60,Streets and Roads,surface street,0.471,50758.55785,1.16526081,18.75486822,6870.546566,823.2169389,11.98182606,,,,L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,UTIL,40,Commercial,business,0.486,2690.987566,0.061776821,0.025173268,3464.826613,327.3389305,9.447483729
L01-726-6,DANA POINT,1,OSAGIR,70,Agriculture,agriculture,0.222,54433.972,1.249637046,20.11290341,6870.546566,26.58323837,0.386915919,,,,L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,RESSFH,50,Single Family Residential,single family,0.405,2148243.544,49.31708304,20.09608332,3464.826613,1070.297336,30.89035773
L01-726-6,DANA POINT,1,OSDEV,75,Developed Open Space,developed open space,0.217,134220.6614,3.081294727,49.59342668,6870.546566,1045.101272,15.21132652,,,,L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,RESMF,52,Multi-family Residential,multi-family,0.485,3705163.49,85.05918987,34.6605367,3464.826613,321.5490378,9.280378896
L01-726-6,DANA POINT,1,OSIRR,76,Developed Open Space,developed open space,0.217,18172.03727,0.417174242,6.7144178,6870.546566,1045.101272,15.21132652,,,,L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,TRANS,60,Streets and Roads,surface street,0.471,1194855.868,27.43022607,11.17746782,3464.826613,388.6333127,11.21652989
L01-726-6,DANA POINT,1,OSVAC,9999,Developed Open Space,developed open space,0.217,10542.9091,0.242032857,3.895517901,6870.546566,1045.101272,15.21132652,,,,L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,OSAGIR,70,Agriculture,agriculture,0.222,1949863.276,44.76288052,18.24030379,3464.826613,217.2805725,6.271037393
L01-726-7,DANA POINT,1,UTIL,40,Commercial,business,0.486,157.4145269,0.003613755,0.062911661,6870.546566,793.4168463,11.5480892,,,,L01-766-2 (L01S06),SAN JUAN CAPISTRANO,1,OSDEV,75,Developed Open Space,developed open space,0.217,99962.96886,2.294843175,0.935119371,3464.826613,389.15702,11.23164485
