Station,Sample Type,Parameter,Qualifier,ResultAvg,Units
L03-214-2 (L03P18),Total,Dissolved Organic Carbon,NA,15,ug/L
L03-316-3 (L03P12),Total,Dissolved Organic Carbon,NA,9.05,ug/L
J01-9992-1 (J01P27),Total,Dissolved Organic Carbon,NA,10.85,ug/L
J01-9131-1 (J01P28),Total,Dissolved Organic Carbon,NA,20.5,ug/L
J01-9007-1 (J02P05),Total,Dissolved Organic Carbon,NA,4,ug/L
J06-10011-1 (J06P01),Total,Dissolved Organic Carbon,NA,3.5,ug/L
J06-9079-1 (J06P03),Total,Dissolved Organic Carbon,NA,11,ug/L
J01-9082-2,Total,Dissolved Organic Carbon,NA,6.05,ug/L
I01-11010-1,Total,Dissolved Organic Carbon,NA,3.75,ug/L
I00-11468-1,Total,Dissolved Organic Carbon,NA,7.9,ug/L
J01-10004-1 (J01P01),Total,Dissolved Organic Carbon,NA,6.05,ug/L
L01-749-2,Total,Dissolved Organic Carbon,NA,15,ug/L
L05-503-1,Total,Dissolved Organic Carbon,NA,7.199999999999999,ug/L
L01-724-4 (L01P03),Total,Dissolved Organic Carbon,NA,10.8,ug/L
L01-724-1 (L01S01),Total,Dissolved Organic Carbon,NA,12,ug/L
L01-728-5 (L01-DP),Total,Dissolved Organic Carbon,NA,5.1,ug/L
K01-12126-1 (K01S01),Total,Dissolved Organic Carbon,NA,10.45,ug/L
K01-12159-2,Total,Dissolved Organic Carbon,NA,9.3,ug/L
K01-12159-3,Total,Dissolved Organic Carbon,NA,10.8,ug/L
L05-489-3,Total,Dissolved Organic Carbon,NA,13,ug/L
L05-049-1,Total,Dissolved Organic Carbon,NA,8.4,ug/L
L02-374-1 (L02P50),Total,Dissolved Organic Carbon,NA,8.600000000000001,ug/L
L01-404-1,Total,Dissolved Organic Carbon,NA,9.65,ug/L
L01-340-1,Total,Dissolved Organic Carbon,NA,7.75,ug/L
L02-246-1 (L11P01),Total,Dissolved Organic Carbon,NA,9.65,ug/L
L02-641-1,Total,Dissolved Organic Carbon,NA,8,ug/L
L02-641-2,Total,Dissolved Organic Carbon,NA,13.5,ug/L
L01-731-1 (L08TBN2),Total,Dissolved Organic Carbon,NA,9.85,ug/L
L02-166-3 (L02P26),Total,Dissolved Organic Carbon,NA,6.4,ug/L
L04-672-1,Total,Dissolved Organic Carbon,NA,5.8,ug/L
M01-042-1 (M01S01),Total,Dissolved Organic Carbon,NA,15.5,ug/L
M02-032-1,Total,Dissolved Organic Carbon,NA,14,ug/L
SC1-2,Total,Dissolved Organic Carbon,NA,11.9,ug/L
M02-085-1 (M02P06),Total,Dissolved Organic Carbon,NA,16,ug/L
M02-085-2,Total,Dissolved Organic Carbon,NA,12.5,ug/L
L01-726-5,Total,Dissolved Organic Carbon,NA,10,ug/L
L04-266-5,Total,"Hardness as CaCO3, Total",NA,1355,ug/L
I01-11343-2 (I02P18),Total,"Hardness as CaCO3, Total",NA,698.5,ug/L
L03-418-8,Total,"Hardness as CaCO3, Total",NA,1001.5,ug/L
K01-12177-1 (K01P07),Total,"Hardness as CaCO3, Total",NA,595.5,ug/L
J03-9221-1 (J03P02),Total,"Hardness as CaCO3, Total",NA,2130,ug/L
J01-9224-1 (J01P24),Total,"Hardness as CaCO3, Total",NA,877,ug/L
J01-9224-2 (J01P25),Total,"Hardness as CaCO3, Total",NA,588,ug/L
L03-662-3 (L03P16),Total,"Hardness as CaCO3, Total",NA,693,ug/L
L03-214-2 (L03P18),Total,"Hardness as CaCO3, Total",NA,1170,ug/L
L03-316-3 (L03P12),Total,"Hardness as CaCO3, Total",NA,1328,ug/L
J01-9992-1 (J01P27),Total,"Hardness as CaCO3, Total",NA,1010,ug/L
J01-9131-1 (J01P28),Total,"Hardness as CaCO3, Total",NA,771.5,ug/L
J01-9007-1 (J02P05),Total,"Hardness as CaCO3, Total",NA,497.5,ug/L
J06-10011-1 (J06P01),Total,"Hardness as CaCO3, Total",NA,1040,ug/L
J06-9079-1 (J06P03),Total,"Hardness as CaCO3, Total",NA,645.5,ug/L
J01-9082-2,Total,"Hardness as CaCO3, Total",NA,400,ug/L
I01-11010-1,Total,"Hardness as CaCO3, Total",NA,1080,ug/L
I00-11468-1,Total,"Hardness as CaCO3, Total",NA,3470,ug/L
J01-10004-1 (J01P01),Total,"Hardness as CaCO3, Total",NA,730,ug/L
L01-749-2,Total,"Hardness as CaCO3, Total",NA,2235,ug/L
L05-503-1,Total,"Hardness as CaCO3, Total",NA,1305.5,ug/L
L01-724-4 (L01P03),Total,"Hardness as CaCO3, Total",NA,848,ug/L
L01-724-1 (L01S01),Total,"Hardness as CaCO3, Total",NA,1279,ug/L
L01-728-5 (L01-DP),Total,"Hardness as CaCO3, Total",NA,304.5,ug/L
K01-12126-1 (K01S01),Total,"Hardness as CaCO3, Total",NA,1380,ug/L
K01-12159-2,Total,"Hardness as CaCO3, Total",NA,918.5,ug/L
K01-12159-3,Total,"Hardness as CaCO3, Total",NA,782,ug/L
L05-489-3,Total,"Hardness as CaCO3, Total",NA,733,ug/L
L05-049-1,Total,"Hardness as CaCO3, Total",NA,781.5,ug/L
L02-374-1 (L02P50),Total,"Hardness as CaCO3, Total",NA,803,ug/L
L01-404-1,Total,"Hardness as CaCO3, Total",NA,526.5,ug/L
L01-340-1,Total,"Hardness as CaCO3, Total",NA,463.5,ug/L
L02-246-1 (L11P01),Total,"Hardness as CaCO3, Total",NA,486,ug/L
L02-641-1,Total,"Hardness as CaCO3, Total",NA,361,ug/L
L02-641-2,Total,"Hardness as CaCO3, Total",NA,401.5,ug/L
L01-731-1 (L08TBN2),Total,"Hardness as CaCO3, Total",NA,596.5,ug/L
L02-166-3 (L02P26),Total,"Hardness as CaCO3, Total",NA,690.5,ug/L
L04-672-1,Total,"Hardness as CaCO3, Total",NA,1400,ug/L
M01-042-1 (M01S01),Total,"Hardness as CaCO3, Total",NA,7380,ug/L
M02-032-1,Total,"Hardness as CaCO3, Total",NA,777,ug/L
SC1-2,Total,"Hardness as CaCO3, Total",NA,2290,ug/L
M02-085-1 (M02P06),Total,"Hardness as CaCO3, Total",NA,2355,ug/L
M02-085-2,Total,"Hardness as CaCO3, Total",NA,561,ug/L
L01-726-5,Total,"Hardness as CaCO3, Total",NA,324,ug/L
L04-266-5,Total,"Iron, Total",NA,300,ug/L
I01-11343-2 (I02P18),Total,"Iron, Total",NA,2400,ug/L
L04-266-5,Dissolved,"Iron, Total",NA,58,ug/L
I01-11343-2 (I02P18),Dissolved,"Iron, Total",NA,515,ug/L
L03-418-8,Total,"Iron, Total",NA,67,ug/L
K01-12177-1 (K01P07),Total,"Iron, Total",NA,78.5,ug/L
J03-9221-1 (J03P02),Total,"Iron, Total",NA,89.5,ug/L
J01-9224-1 (J01P24),Total,"Iron, Total",NA,410,ug/L
J01-9224-2 (J01P25),Total,"Iron, Total",NA,54,ug/L
L03-418-8,Dissolved,"Iron, Total",<,19.5,ug/L
K01-12177-1 (K01P07),Dissolved,"Iron, Total",<,10,ug/L
J03-9221-1 (J03P02),Dissolved,"Iron, Total",NA,20.5,ug/L
J01-9224-1 (J01P24),Dissolved,"Iron, Total",NA,29,ug/L
J01-9224-2 (J01P25),Dissolved,"Iron, Total",NA,21.5,ug/L
L03-662-3 (L03P16),Total,"Iron, Total",NA,92,ug/L
L03-214-2 (L03P18),Total,"Iron, Total",NA,180,ug/L
L03-316-3 (L03P12),Total,"Iron, Total",NA,279,ug/L
L03-662-3 (L03P16),Dissolved,"Iron, Total",NA,118,ug/L
L03-214-2 (L03P18),Dissolved,"Iron, Total",<,16.5,ug/L
L03-316-3 (L03P12),Dissolved,"Iron, Total",<,10,ug/L
J01-9992-1 (J01P27),Total,"Iron, Total",NA,130,ug/L
J01-9131-1 (J01P28),Total,"Iron, Total",NA,455,ug/L
J01-9007-1 (J02P05),Total,"Iron, Total",NA,54.5,ug/L
J01-9992-1 (J01P27),Dissolved,"Iron, Total",NA,25,ug/L
J01-9131-1 (J01P28),Dissolved,"Iron, Total",NA,109.5,ug/L
J01-9007-1 (J02P05),Dissolved,"Iron, Total",<,10,ug/L
J06-10011-1 (J06P01),Total,"Iron, Total",NA,17.5,ug/L
J06-9079-1 (J06P03),Total,"Iron, Total",NA,58.5,ug/L
J01-9082-2,Total,"Iron, Total",NA,62,ug/L
J06-10011-1 (J06P01),Dissolved,"Iron, Total",<,10,ug/L
J06-9079-1 (J06P03),Dissolved,"Iron, Total",NA,26,ug/L
J01-9082-2,Dissolved,"Iron, Total",NA,25.5,ug/L
I01-11010-1,Total,"Iron, Total",NA,15.5,ug/L
I00-11468-1,Total,"Iron, Total",NA,130,ug/L
I01-11010-1,Dissolved,"Iron, Total",<,10,ug/L
I00-11468-1,Dissolved,"Iron, Total",NA,29,ug/L
J01-10004-1 (J01P01),Total,"Iron, Total",NA,227,ug/L
J01-10004-1 (J01P01),Dissolved,"Iron, Total",<,10,ug/L
L01-749-2,Total,"Iron, Total",NA,100.5,ug/L
L05-503-1,Total,"Iron, Total",NA,280,ug/L
L01-724-4 (L01P03),Total,"Iron, Total",NA,56.5,ug/L
L01-724-1 (L01S01),Total,"Iron, Total",NA,167,ug/L
L01-749-2,Dissolved,"Iron, Total",NA,15,ug/L
L05-503-1,Dissolved,"Iron, Total",NA,31.5,ug/L
L01-724-4 (L01P03),Dissolved,"Iron, Total",NA,19.5,ug/L
L01-724-1 (L01S01),Dissolved,"Iron, Total",<,20.5,ug/L
L01-728-5 (L01-DP),Total,"Iron, Total",NA,60,ug/L
K01-12126-1 (K01S01),Total,"Iron, Total",NA,255,ug/L
K01-12159-2,Total,"Iron, Total",NA,425,ug/L
K01-12159-3,Total,"Iron, Total",NA,114,ug/L
L01-728-5 (L01-DP),Dissolved,"Iron, Total",<,30,ug/L
K01-12126-1 (K01S01),Dissolved,"Iron, Total",NA,42.5,ug/L
K01-12159-2,Dissolved,"Iron, Total",NA,78.5,ug/L
K01-12159-3,Dissolved,"Iron, Total",NA,16.5,ug/L
L05-489-3,Total,"Iron, Total",NA,205,ug/L
L05-049-1,Total,"Iron, Total",NA,53,ug/L
L02-374-1 (L02P50),Total,"Iron, Total",NA,104.5,ug/L
L05-489-3,Dissolved,"Iron, Total",NA,20.5,ug/L
L05-049-1,Dissolved,"Iron, Total",<,10,ug/L
L02-374-1 (L02P50),Dissolved,"Iron, Total",NA,29.5,ug/L
L01-404-1,Total,"Iron, Total",NA,35,ug/L
L01-340-1,Total,"Iron, Total",NA,94.5,ug/L
L01-404-1,Dissolved,"Iron, Total",<,10,ug/L
L01-340-1,Dissolved,"Iron, Total",NA,35.5,ug/L
L02-246-1 (L11P01),Total,"Iron, Total",NA,64,ug/L
L02-641-1,Total,"Iron, Total",NA,104.5,ug/L
L02-641-2,Total,"Iron, Total",NA,120,ug/L
L01-731-1 (L08TBN2),Total,"Iron, Total",NA,655,ug/L
L02-166-3 (L02P26),Total,"Iron, Total",NA,48,ug/L
L02-246-1 (L11P01),Dissolved,"Iron, Total",NA,32,ug/L
L02-641-1,Dissolved,"Iron, Total",NA,60,ug/L
L02-641-2,Dissolved,"Iron, Total",NA,83.5,ug/L
L01-731-1 (L08TBN2),Dissolved,"Iron, Total",NA,24.5,ug/L
L02-166-3 (L02P26),Dissolved,"Iron, Total",NA,40,ug/L
L04-672-1,Total,"Iron, Total",NA,260,ug/L
L04-672-1,Dissolved,"Iron, Total",<,17.5,ug/L
M01-042-1 (M01S01),Total,"Iron, Total",<,10,ug/L
M02-032-1,Total,"Iron, Total",NA,330,ug/L
SC1-2,Total,"Iron, Total",NA,260,ug/L
M02-085-1 (M02P06),Total,"Iron, Total",NA,42,ug/L
M02-085-2,Total,"Iron, Total",NA,240,ug/L
M01-042-1 (M01S01),Dissolved,"Iron, Total",<,10,ug/L
M02-032-1,Dissolved,"Iron, Total",NA,45.5,ug/L
SC1-2,Dissolved,"Iron, Total",<,17,ug/L
M02-085-1 (M02P06),Dissolved,"Iron, Total",NA,16,ug/L
M02-085-2,Dissolved,"Iron, Total",NA,23,ug/L
L03-214-2 (L03P18),Dissolved,"Iron, Total",NA,16.5,ug/L
L03-418-8,Dissolved,"Iron, Total",NA,19.5,ug/L
J03-9221-1 (J03P02),Dissolved,"Iron, Total",<,20.5,ug/L
J01-9224-1 (J01P24),Dissolved,"Iron, Total",<,29,ug/L
J01-9224-2 (J01P25),Dissolved,"Iron, Total",<,21.5,ug/L
J06-10011-1 (J06P01),Total,"Iron, Total",<,17.5,ug/L
L04-672-1,Dissolved,"Iron, Total",NA,17.5,ug/L
L01-731-1 (L08TBN2),Dissolved,"Iron, Total",<,24.5,ug/L
L05-489-3,Dissolved,"Iron, Total",<,20.5,ug/L
L01-749-2,Dissolved,"Iron, Total",<,15,ug/L
L01-724-4 (L01P03),Dissolved,"Iron, Total",<,19.5,ug/L
L01-724-1 (L01S01),Dissolved,"Iron, Total",NA,20.5,ug/L
L01-726-5,Total,"Iron, Total",NA,960,ug/L
L01-726-5,Dissolved,"Iron, Total",NA,22,ug/L
L01-728-5 (L01-DP),Dissolved,"Iron, Total",NA,30,ug/L
K01-12159-3,Dissolved,"Iron, Total",<,16.5,ug/L
I01-11010-1,Total,"Iron, Total",<,15.5,ug/L
SC1-2,Dissolved,"Iron, Total",NA,17,ug/L
M02-085-1 (M02P06),Dissolved,"Iron, Total",<,16,ug/L
L04-266-5,Total,"Lead, Total",<,0.1,ug/L
I01-11343-2 (I02P18),Total,"Lead, Total",NA,0.33999999999999997,ug/L
L04-266-5,Dissolved,"Lead, Total",<,0.1,ug/L
I01-11343-2 (I02P18),Dissolved,"Lead, Total",NA,0.165,ug/L
L03-418-8,Total,"Lead, Total",<,0.1,ug/L
K01-12177-1 (K01P07),Total,"Lead, Total",<,0.1,ug/L
J03-9221-1 (J03P02),Total,"Lead, Total",<,0.1,ug/L
J01-9224-1 (J01P24),Total,"Lead, Total",NA,0.245,ug/L
J01-9224-2 (J01P25),Total,"Lead, Total",<,0.1,ug/L
L03-418-8,Dissolved,"Lead, Total",<,0.1,ug/L
K01-12177-1 (K01P07),Dissolved,"Lead, Total",<,0.1,ug/L
J03-9221-1 (J03P02),Dissolved,"Lead, Total",<,0.1,ug/L
J01-9224-1 (J01P24),Dissolved,"Lead, Total",<,0.1,ug/L
J01-9224-2 (J01P25),Dissolved,"Lead, Total",<,0.1,ug/L
L03-662-3 (L03P16),Total,"Lead, Total",<,0.1,ug/L
L03-214-2 (L03P18),Total,"Lead, Total",<,0.1,ug/L
L03-316-3 (L03P12),Total,"Lead, Total",<,0.31,ug/L
L03-662-3 (L03P16),Dissolved,"Lead, Total",<,0.1,ug/L
L03-214-2 (L03P18),Dissolved,"Lead, Total",<,0.1,ug/L
L03-316-3 (L03P12),Dissolved,"Lead, Total",<,0.1,ug/L
J01-9992-1 (J01P27),Total,"Lead, Total",<,0.1,ug/L
J01-9131-1 (J01P28),Total,"Lead, Total",NA,0.585,ug/L
J01-9007-1 (J02P05),Total,"Lead, Total",<,0.1,ug/L
J01-9992-1 (J01P27),Dissolved,"Lead, Total",<,0.1,ug/L
J01-9131-1 (J01P28),Dissolved,"Lead, Total",<,0.33999999999999997,ug/L
J01-9007-1 (J02P05),Dissolved,"Lead, Total",<,0.1,ug/L
J06-10011-1 (J06P01),Total,"Lead, Total",<,0.1,ug/L
J06-9079-1 (J06P03),Total,"Lead, Total",<,0.1,ug/L
J01-9082-2,Total,"Lead, Total",<,0.1,ug/L
J06-10011-1 (J06P01),Dissolved,"Lead, Total",<,0.1,ug/L
J06-9079-1 (J06P03),Dissolved,"Lead, Total",<,0.1,ug/L
J01-9082-2,Dissolved,"Lead, Total",<,0.1,ug/L
I01-11010-1,Total,"Lead, Total",<,0.1,ug/L
I00-11468-1,Total,"Lead, Total",<,0.1,ug/L
I01-11010-1,Dissolved,"Lead, Total",<,0.1,ug/L
I00-11468-1,Dissolved,"Lead, Total",<,0.1,ug/L
J01-10004-1 (J01P01),Total,"Lead, Total",NA,0.285,ug/L
J01-10004-1 (J01P01),Dissolved,"Lead, Total",<,0.1,ug/L
L01-749-2,Total,"Lead, Total",<,0.1,ug/L
L05-503-1,Total,"Lead, Total",<,0.1,ug/L
L01-724-4 (L01P03),Total,"Lead, Total",<,0.1,ug/L
L01-724-1 (L01S01),Total,"Lead, Total",<,0.1,ug/L
L01-749-2,Dissolved,"Lead, Total",<,0.1,ug/L
L05-503-1,Dissolved,"Lead, Total",<,0.1,ug/L
L01-724-4 (L01P03),Dissolved,"Lead, Total",<,0.1,ug/L
L01-724-1 (L01S01),Dissolved,"Lead, Total",<,0.1,ug/L
L01-728-5 (L01-DP),Total,"Lead, Total",<,0.1,ug/L
K01-12126-1 (K01S01),Total,"Lead, Total",<,0.1,ug/L
K01-12159-2,Total,"Lead, Total",<,0.1,ug/L
K01-12159-3,Total,"Lead, Total",<,0.1,ug/L
L01-728-5 (L01-DP),Dissolved,"Lead, Total",<,0.1,ug/L
K01-12126-1 (K01S01),Dissolved,"Lead, Total",<,0.1,ug/L
K01-12159-2,Dissolved,"Lead, Total",<,0.1,ug/L
K01-12159-3,Dissolved,"Lead, Total",<,0.1,ug/L
L05-489-3,Total,"Lead, Total",<,0.1,ug/L
L05-049-1,Total,"Lead, Total",<,0.1,ug/L
L02-374-1 (L02P50),Total,"Lead, Total",<,0.1,ug/L
L05-489-3,Dissolved,"Lead, Total",<,0.1,ug/L
L05-049-1,Dissolved,"Lead, Total",<,0.1,ug/L
L02-374-1 (L02P50),Dissolved,"Lead, Total",<,0.1,ug/L
L01-404-1,Total,"Lead, Total",<,0.1,ug/L
L01-340-1,Total,"Lead, Total",<,0.1,ug/L
L01-404-1,Dissolved,"Lead, Total",<,0.1,ug/L
L01-340-1,Dissolved,"Lead, Total",<,0.1,ug/L
L02-246-1 (L11P01),Total,"Lead, Total",<,0.1,ug/L
L02-641-1,Total,"Lead, Total",<,0.1,ug/L
L02-641-2,Total,"Lead, Total",<,0.1,ug/L
L01-731-1 (L08TBN2),Total,"Lead, Total",<,0.1,ug/L
L02-166-3 (L02P26),Total,"Lead, Total",<,0.1,ug/L
L02-246-1 (L11P01),Dissolved,"Lead, Total",<,0.1,ug/L
L02-641-1,Dissolved,"Lead, Total",<,0.1,ug/L
L02-641-2,Dissolved,"Lead, Total",<,0.1,ug/L
L01-731-1 (L08TBN2),Dissolved,"Lead, Total",<,0.1,ug/L
L02-166-3 (L02P26),Dissolved,"Lead, Total",<,0.1,ug/L
L04-672-1,Total,"Lead, Total",<,0.15000000000000002,ug/L
L04-672-1,Dissolved,"Lead, Total",<,0.1,ug/L
M01-042-1 (M01S01),Total,"Lead, Total",<,0.1,ug/L
M02-032-1,Total,"Lead, Total",<,0.1,ug/L
SC1-2,Total,"Lead, Total",<,0.1,ug/L
M02-085-1 (M02P06),Total,"Lead, Total",<,0.1,ug/L
M02-085-2,Total,"Lead, Total",<,0.1,ug/L
M01-042-1 (M01S01),Dissolved,"Lead, Total",<,0.1,ug/L
M02-032-1,Dissolved,"Lead, Total",<,0.1,ug/L
SC1-2,Dissolved,"Lead, Total",<,0.1,ug/L
M02-085-1 (M02P06),Dissolved,"Lead, Total",<,0.1,ug/L
M02-085-2,Dissolved,"Lead, Total",<,0.1,ug/L
L03-316-3 (L03P12),Total,"Lead, Total",NA,0.31,ug/L
J01-10004-1 (J01P01),Total,"Lead, Total",<,0.285,ug/L
J01-9224-1 (J01P24),Total,"Lead, Total",<,0.245,ug/L
L04-672-1,Total,"Lead, Total",NA,0.15000000000000002,ug/L
I01-11343-2 (I02P18),Dissolved,"Lead, Total",<,0.165,ug/L
L01-726-5,Total,"Lead, Total",NA,0.46,ug/L
L01-726-5,Dissolved,"Lead, Total",<,0.1,ug/L
J01-9131-1 (J01P28),Dissolved,"Lead, Total",NA,0.33999999999999997,ug/L
L04-266-5,Total,"Magnesium, Total",NA,94.85,ug/L
I01-11343-2 (I02P18),Total,"Magnesium, Total",NA,84.65,ug/L
L03-418-8,Total,"Magnesium, Total",NA,79.7,ug/L
K01-12177-1 (K01P07),Total,"Magnesium, Total",NA,58.25,ug/L
J03-9221-1 (J03P02),Total,"Magnesium, Total",NA,299.5,ug/L
J01-9224-1 (J01P24),Total,"Magnesium, Total",NA,76.6,ug/L
J01-9224-2 (J01P25),Total,"Magnesium, Total",NA,52.2,ug/L
L03-662-3 (L03P16),Total,"Magnesium, Total",NA,60.7,ug/L
L03-214-2 (L03P18),Total,"Magnesium, Total",NA,84.9,ug/L
L03-316-3 (L03P12),Total,"Magnesium, Total",NA,119.8,ug/L
J01-9992-1 (J01P27),Total,"Magnesium, Total",NA,85.2,ug/L
J01-9131-1 (J01P28),Total,"Magnesium, Total",NA,71.05,ug/L
J01-9007-1 (J02P05),Total,"Magnesium, Total",NA,32.599999999999994,ug/L
J06-10011-1 (J06P01),Total,"Magnesium, Total",NA,89.95,ug/L
J06-9079-1 (J06P03),Total,"Magnesium, Total",NA,55.85,ug/L
J01-9082-2,Total,"Magnesium, Total",NA,33,ug/L
I01-11010-1,Total,"Magnesium, Total",NA,149.5,ug/L
I00-11468-1,Total,"Magnesium, Total",NA,587,ug/L
J01-10004-1 (J01P01),Total,"Magnesium, Total",NA,36.849999999999994,ug/L
L01-749-2,Total,"Magnesium, Total",NA,373,ug/L
L05-503-1,Total,"Magnesium, Total",NA,128.5,ug/L
L01-724-4 (L01P03),Total,"Magnesium, Total",NA,105,ug/L
L01-724-1 (L01S01),Total,"Magnesium, Total",NA,159,ug/L
L01-728-5 (L01-DP),Total,"Magnesium, Total",NA,23.45,ug/L
K01-12126-1 (K01S01),Total,"Magnesium, Total",NA,154.5,ug/L
K01-12159-2,Total,"Magnesium, Total",NA,108.8,ug/L
K01-12159-3,Total,"Magnesium, Total",NA,111,ug/L
L05-489-3,Total,"Magnesium, Total",NA,76.69999999999999,ug/L
L05-049-1,Total,"Magnesium, Total",NA,80.19999999999999,ug/L
L02-374-1 (L02P50),Total,"Magnesium, Total",NA,70.8,ug/L
L01-404-1,Total,"Magnesium, Total",NA,35.55,ug/L
L01-340-1,Total,"Magnesium, Total",NA,26.950000000000003,ug/L
L02-246-1 (L11P01),Total,"Magnesium, Total",NA,41.1,ug/L
L02-641-1,Total,"Magnesium, Total",NA,31.5,ug/L
L02-641-2,Total,"Magnesium, Total",NA,33.65,ug/L
L01-731-1 (L08TBN2),Total,"Magnesium, Total",NA,50.95,ug/L
L02-166-3 (L02P26),Total,"Magnesium, Total",NA,54.25,ug/L
L04-672-1,Total,"Magnesium, Total",NA,110,ug/L
M01-042-1 (M01S01),Total,"Magnesium, Total",NA,1545,ug/L
M02-032-1,Total,"Magnesium, Total",NA,69.25,ug/L
SC1-2,Total,"Magnesium, Total",NA,399.5,ug/L
M02-085-1 (M02P06),Total,"Magnesium, Total",NA,278.5,ug/L
M02-085-2,Total,"Magnesium, Total",NA,48.35,ug/L
L01-726-5,Total,"Magnesium, Total",NA,27.1,ug/L
L04-266-5,Total,"Manganese, Total",NA,935,ug/L
I01-11343-2 (I02P18),Total,"Manganese, Total",NA,975,ug/L
L04-266-5,Dissolved,"Manganese, Total",NA,925,ug/L
I01-11343-2 (I02P18),Dissolved,"Manganese, Total",NA,745,ug/L
L03-418-8,Total,"Manganese, Total",NA,28,ug/L
K01-12177-1 (K01P07),Total,"Manganese, Total",NA,49.5,ug/L
J03-9221-1 (J03P02),Total,"Manganese, Total",NA,590,ug/L
J01-9224-1 (J01P24),Total,"Manganese, Total",NA,208,ug/L
J01-9224-2 (J01P25),Total,"Manganese, Total",NA,150,ug/L
L03-418-8,Dissolved,"Manganese, Total",NA,17.5,ug/L
K01-12177-1 (K01P07),Dissolved,"Manganese, Total",NA,35.5,ug/L
J03-9221-1 (J03P02),Dissolved,"Manganese, Total",NA,565,ug/L
J01-9224-1 (J01P24),Dissolved,"Manganese, Total",NA,69,ug/L
J01-9224-2 (J01P25),Dissolved,"Manganese, Total",NA,145,ug/L
L03-662-3 (L03P16),Total,"Manganese, Total",NA,34.5,ug/L
L03-214-2 (L03P18),Total,"Manganese, Total",NA,155,ug/L
L03-316-3 (L03P12),Total,"Manganese, Total",NA,1098,ug/L
L03-662-3 (L03P16),Dissolved,"Manganese, Total",NA,77.5,ug/L
L03-214-2 (L03P18),Dissolved,"Manganese, Total",NA,125,ug/L
L03-316-3 (L03P12),Dissolved,"Manganese, Total",NA,53.5,ug/L
J01-9992-1 (J01P27),Total,"Manganese, Total",NA,38.5,ug/L
J01-9131-1 (J01P28),Total,"Manganese, Total",NA,84,ug/L
J01-9007-1 (J02P05),Total,"Manganese, Total",NA,6.3,ug/L
J01-9992-1 (J01P27),Dissolved,"Manganese, Total",NA,23.5,ug/L
J01-9131-1 (J01P28),Dissolved,"Manganese, Total",NA,56,ug/L
J01-9007-1 (J02P05),Dissolved,"Manganese, Total",NA,3.25,ug/L
J06-10011-1 (J06P01),Total,"Manganese, Total",NA,310,ug/L
J06-9079-1 (J06P03),Total,"Manganese, Total",NA,7.45,ug/L
J01-9082-2,Total,"Manganese, Total",NA,39.5,ug/L
J06-10011-1 (J06P01),Dissolved,"Manganese, Total",NA,315,ug/L
J06-9079-1 (J06P03),Dissolved,"Manganese, Total",NA,5.55,ug/L
J01-9082-2,Dissolved,"Manganese, Total",NA,27,ug/L
I01-11010-1,Total,"Manganese, Total",NA,46.5,ug/L
I00-11468-1,Total,"Manganese, Total",NA,90,ug/L
I01-11010-1,Dissolved,"Manganese, Total",NA,41,ug/L
I00-11468-1,Dissolved,"Manganese, Total",NA,82,ug/L
J01-10004-1 (J01P01),Total,"Manganese, Total",NA,71,ug/L
J01-10004-1 (J01P01),Dissolved,"Manganese, Total",NA,30.5,ug/L
L01-749-2,Total,"Manganese, Total",NA,675,ug/L
L05-503-1,Total,"Manganese, Total",NA,73.5,ug/L
L01-724-4 (L01P03),Total,"Manganese, Total",NA,5.95,ug/L
L01-724-1 (L01S01),Total,"Manganese, Total",NA,28.5,ug/L
L01-749-2,Dissolved,"Manganese, Total",NA,485,ug/L
L05-503-1,Dissolved,"Manganese, Total",NA,54,ug/L
L01-724-4 (L01P03),Dissolved,"Manganese, Total",NA,3.4000000000000004,ug/L
L01-724-1 (L01S01),Dissolved,"Manganese, Total",NA,11.85,ug/L
L01-728-5 (L01-DP),Total,"Manganese, Total",NA,4.65,ug/L
K01-12126-1 (K01S01),Total,"Manganese, Total",NA,335,ug/L
K01-12159-2,Total,"Manganese, Total",NA,420,ug/L
K01-12159-3,Total,"Manganese, Total",NA,30.5,ug/L
L01-728-5 (L01-DP),Dissolved,"Manganese, Total",NA,2.7,ug/L
K01-12126-1 (K01S01),Dissolved,"Manganese, Total",NA,285,ug/L
K01-12159-2,Dissolved,"Manganese, Total",NA,390,ug/L
K01-12159-3,Dissolved,"Manganese, Total",NA,17.5,ug/L
L05-489-3,Total,"Manganese, Total",NA,86,ug/L
L05-049-1,Total,"Manganese, Total",NA,51,ug/L
L02-374-1 (L02P50),Total,"Manganese, Total",NA,98,ug/L
L05-489-3,Dissolved,"Manganese, Total",NA,50.45,ug/L
L05-049-1,Dissolved,"Manganese, Total",NA,42,ug/L
L02-374-1 (L02P50),Dissolved,"Manganese, Total",NA,75.5,ug/L
L01-404-1,Total,"Manganese, Total",NA,25.5,ug/L
L01-340-1,Total,"Manganese, Total",NA,18,ug/L
L01-404-1,Dissolved,"Manganese, Total",NA,20,ug/L
L01-340-1,Dissolved,"Manganese, Total",NA,15,ug/L
L02-246-1 (L11P01),Total,"Manganese, Total",NA,14.3,ug/L
L02-641-1,Total,"Manganese, Total",NA,6.8999999999999995,ug/L
L02-641-2,Total,"Manganese, Total",NA,5.55,ug/L
L01-731-1 (L08TBN2),Total,"Manganese, Total",NA,1060,ug/L
