OBJECTID,LOCDESC,SIZE1,LASTUPDATE,LASTEDITOR,SIZE2,SIZE3,CatchID,DrainID,INSPECTED,FACTYPE,JURISDICTI,MANAGEMENT,GlobalID,PRIORITY,FLOWMONITSTATUS,FLOWMONITDEPLOY,FLOWMONITRETURN,NEXTINSPECTION,POINT_X,POINT_Y,PERSISTENTFLOW,FACILITYID,SURVEYLINK,ACCESSIBILITY,FLOWMEASCOUNT,LASTDISCHARGE,LASTDISCHARGETREND,AVGFLOWWIDTH,AVGFLOWDEPTH,AVGFLOWVEL,AVGDISCHARGE,MAXDISCHARGE,MINDISCHARGE,PRIORITIZATIONSCORE2022,SAMPLECHWSRSDRY,SAMPLECHWSRSWET,SAMPLEDRY,SAMPLEWET,OCFSLOCATION
61,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9275,J01,Verified,Outfall,LAKE FOREST,SOUTH,{8DD9934B-1D0A-4A08-9886-1E1C2EF93E40},NA,NA,NA,NA,NA,-117.66064651,33.65086633,Unknown,J01-9275-2,NA,Easily accessibility,11,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
62,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9275,J01,Verified,Outfall,LAKE FOREST,SOUTH,{A5E8D0C5-CF35-493E-82CF-D79551B6F3B7},NA,NA,NA,NA,NA,-117.66081611,33.65216273,Unknown,J01-9275-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,10012,J01,Not-Found,Outfall,MISSION VIEJO,SOUTH,{8CBE211E-6B2C-4F44-8B05-03474A9B0641},NA,NA,NA,NA,NA,-117.63010915,33.66610075,Unknown,J01-10012-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,10012,J01,Not-Found,Outfall,MISSION VIEJO,SOUTH,{A74B2733-CDCA-49F9-A1B8-23D6F9A2AF46},NA,NA,NA,NA,NA,-117.6288944,33.66785908,Unknown,J01-10012-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,10012,J01,Verified,Outfall,LAKE FOREST,SOUTH,{C7011A4C-B034-4F7E-9F64-E6EE106A3A98},NA,NA,NA,NA,NA,-117.62695191,33.67060228,Unknown,J01-10012-4,NA,Easily accessibility,2,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
66,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9033,J01,Not-Found,Outfall,LAKE FOREST,SOUTH,{4609DC4C-E5D6-419D-B11C-B08C7DE7B617},NA,NA,NA,NA,NA,-117.62572249,33.67220472,Unknown,J01-9033-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"dairy fork 78""",78,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,9079,J06,Verified,Outfall,ALISO VIEJO,SOUTH,{53829E67-0A5F-46C8-B493-01AC3AA4C5CD},Priority,3,2016-06-24T07:00:00Z,2016-07-11T07:00:00Z,NA,-117.71564215,33.59226263,Yes,J06-9079-1 (J06P03),NA,Easily accessibility,22,0.013333,Below Average Discharge,1.15954545,0.05465909,5.1090909,0.099511,0.368944,0.013333,70,NA,NA,Yes,NA,Yes
68,"dairy fork 96""",96,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,10011,J06,Verified,Outfall,ALISO VIEJO,SOUTH,{7C52C879-6B87-4321-BC5A-53A3242DD1D9},Priority,3,2016-06-24T07:00:00Z,2016-07-11T07:00:00Z,NA,-117.71576223,33.59504096,Yes,J06-10011-1 (J06P01),NA,Easily accessibility,23,0.27327,Below Average Discharge,3.7447826,0.55652173,27.73173913,0.600261,1.07625,0.021311,98,NA,NA,Yes,NA,Yes
69,J03P13,NA,2022-10-04T00:13:51Z,OCENVRESUSER,72,72,10041,J01,Verified,Box,LAGUNA NIGUEL,SOUTH,{30268716-5276-44DF-9485-87949570FB12},Priority,NA,NA,NA,NA,-117.70882948,33.55263878,Yes,J01-10041-2 (J03P13),NA,Easily accessibility,2,4.8,20% Or More Above Average Discharge,6.25,0.415,7.5,2.4525,4.8,0.105,53,NA,NA,NA,NA,NA
70,Connection to Niguel Lake via 3 CMPs,NA,2022-10-04T00:14:00Z,OCENVRESUSER,72,72,9005,J01,Verified,Box,LAGUNA NIGUEL,SOUTH,{8D0A255A-DAB2-4BAC-A4E1-414D7DD8EA41},Priority,NA,NA,NA,NA,-117.70304417,33.5461744,Yes,J01-9005-3,NA,Easily accessibility,6,0.613233,20% Or More Above Average Discharge,3.14666666,0.28333333,31.54,0.303774,0.64,0.07125,52,NA,NA,NA,NA,NA
71,J03P05,54,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,9005,J01,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{BEADF14B-536C-491F-AF1C-E6C6959F66BD},Priority,3,2016-07-12T07:00:00Z,2016-07-26T07:00:00Z,NA,-117.70417019,33.53991146,Yes,J01-9005-1 (J03P05),NA,Easily accessibility,16,0.019971,Below Average Discharge,0.981625,0.09426562,6.420625,0.033498,0.09,0.0129,57,NA,NA,NA,NA,Yes
72,NA,36,2022-10-04T00:16:17Z,OCENVRESUSER,NA,NA,9216,J03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{B312B909-A14D-4AAA-BB21-74D113055A73},Priority,NA,NA,NA,NA,-117.70824728,33.5307754,Yes,J03-9216-1 (J03P01),NA,Easily accessibility,5,0.004125,Below Average Discharge,1.316,0.07866,50.4,0.012897,0.03,0.004125,43,NA,NA,NA,NA,NA
73,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9234,J03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{54D4C40E-5443-439B-86B6-9EDDB17119A1},NA,NA,NA,NA,NA,-117.71070374,33.51907772,Unknown,J03-9234-3,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9234,J03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{5BADBA86-D539-4425-BE1D-7221F03CD9CD},NA,NA,NA,NA,NA,-117.70700278,33.51969638,Unknown,J03-9234-4,NA,Easily accessibility,2,0.113143,Below Average Discharge,1.125,0.13,6.5,0.135321,0.1575,0.113143,NA,NA,NA,NA,NA,NA
75,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9234,J03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{585AB996-A105-4DA2-B70D-D81C0950D5BB},NA,NA,NA,NA,NA,-117.71531639,33.51792877,Unknown,J03-9234-2,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,J03TBN1,48,2022-10-04T00:16:43Z,OCENVRESUSER,NA,NA,9368,J03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{AAC8234A-5800-4230-971C-633C406E3E23},Priority,NA,NA,NA,NA,-117.69749913,33.5378206,Yes,J03-9368-1 (J03TBN1),NA,Easily accessibility,16,0.005085,Above Average Discharge,0.3960375,0.01046875,6.953125,0.004992,0.0208,3.7e-5,45,NA,NA,NA,NA,NA
77,NA,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9215,J03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{7D7B2ED7-032E-4780-A89E-EDBB935D394F},NA,NA,NA,NA,NA,-117.70155608,33.53411383,Unknown,J03-9215-4,NA,Easily accessibility,3,0,Below Average Discharge,0.1,0.01,1,0.006,0.018,0,NA,NA,NA,NA,NA,NA
78,NA,54,2022-10-04T00:16:01Z,OCENVRESUSER,NA,NA,9215,J03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{096C0676-4771-492B-BAA6-AA39CD7F88A8},Priority,3,2016-07-12T07:00:00Z,2016-07-26T07:00:00Z,NA,-117.70157479,33.53410231,Yes,J03-9215-3,NA,Easily accessibility,15,0.025993,Below Average Discharge,0.63883333,0.03066666,3.468,0.037748,0.08,0.010218,51,NA,NA,NA,NA,NA
79,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9215,J03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{58BF1710-6532-44A0-A4C2-487B6E14647C},NA,NA,NA,NA,NA,-117.70566259,33.53115836,Yes,J03-9215-1,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,15,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9215,J03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{29B4BF4A-4370-4BED-A06E-EFC37B140413},NA,NA,NA,NA,NA,-117.70252687,33.53300834,Unknown,J03-9215-2,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,J03TBN2,60,2022-10-04T00:16:56Z,OCENVRESUSER,NA,NA,9368,J03,Verified,Outfall,LAGUNA NIGUEL,SOUTH,{1C987AEE-54C0-42B5-B602-B59EEAD42C2F},Priority,NA,NA,NA,NA,-117.69538268,33.5401077,Yes,J03-9368-2 (J03TBN2),NA,Easily accessibility,16,0.012187,Below Average Discharge,0.62625,0.02275,4.750625,0.024509,0.072,0.002133,49,NA,NA,NA,NA,NA
82,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9096,J01,Verified,Outfall,LAGUNA HILLS,SOUTH,{4B2C9487-5D2A-4621-84C2-0379A8F697D5},NA,NA,NA,NA,NA,-117.70925492,33.58070609,Unknown,J01-9096-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,J05P01,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,9255,J05,Verified,Outfall,LAGUNA HILLS,SOUTH,{E4A45859-C01A-4CBC-8954-294275402A42},NA,NA,NA,NA,NA,-117.706386,33.584603,Yes,J05-9255-1 (J05P01),NA,Difficult accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
84,Calle Alicia - Cotton’s Point,84,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,077,SC01,Verified,Outfall,SAN CLEMENTE,SOUTH,{F83925F7-70B4-4C25-8F17-86AD7D1BE492},NA,NA,NA,NA,NA,-117.59793481,33.39148096,Unknown,SC01-077-2,NA,Difficult accessibility,5,0,Below Average Discharge,0.28,0.01,1.8,0.0075,0.024,0,NA,NA,NA,NA,NA,NA
85,Calle Ariana,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,077,SC01,Verified,Outfall,SAN CLEMENTE,SOUTH,{8214846F-F581-46C0-852B-22F6222E000C},NA,NA,NA,NA,NA,-117.59987536,33.39614784,Yes,SC01-077-1,NA,Difficult accessibility,9,0.0836,20% Or More Above Average Discharge,0.90444444,0.07,7.43111111,0.053098,0.198,0.011,NA,NA,NA,NA,NA,NA
86,Vista Blanca,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,072,SC02,Not-Found,Outfall,SAN CLEMENTE,SOUTH,{94C5A15C-BF87-4C07-B590-BE8EF1F95917},NA,NA,NA,NA,NA,-117.60119085,33.39985831,Unknown,SC02-072-2,NA,Unaccessible,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
87,Vista Blanca,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,072,SC02,Verified,Outfall,SAN CLEMENTE,SOUTH,{3845A93C-1CCD-46A3-A69D-7CC8589F4852},NA,NA,NA,NA,NA,-117.60052625,33.40026187,Unknown,SC02-072-3,NA,Difficult accessibility,2,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
88,Califa,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,067,SC03,Verified,Culvert,SAN CLEMENTE,SOUTH,{9F0C26C8-D63A-4809-AD72-C714A780C1C6},NA,NA,NA,NA,NA,-117.60661214,33.40519078,Unknown,SC03-067-1,NA,Easily accessibility,11,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
89,NA,54,2022-10-03T23:34:14Z,OCENVRESUSER,NA,NA,9313,J01,Verified,Outfall,ALISO VIEJO,SOUTH,{6C557F4D-24D0-4AC7-9549-68AEDF86E4E7},NA,NA,NA,NA,NA,-117.74339262,33.56256131,Yes,J01-9313-1,NA,Unaccessible,1,0.05,Equal,1,0.05,6,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA
90,Wood Canyon Wetland - Canyonview Park,72,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,9082,J01,Verified,Outfall,ALISO VIEJO,SOUTH,{D7F5B54C-C817-44EE-AD28-FD7E7AE69350},Priority,3,2016-06-09T07:00:00Z,2016-06-24T07:00:00Z,NA,-117.74576013,33.5815891,Yes,J01-9082-2,NA,Easily accessibility,23,0.066965,Below Average Discharge,1.376,0.09822478,7.41217391,0.143136,0.3825,0.0132,57,NA,NA,Yes,NA,Yes
103,I02P18 Bahia Blanca ,48,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,11343,I01,Verified,Outfall,LAGUNA WOODS,SOUTH,{9A50D575-FFD5-41A9-B523-61D9221779CD},NA,NA,NA,NA,NA,-117.75397211,33.61211013,Yes,I01-11343-2 (I02P18),NA,Difficult accessibility,11,0.0016,Below Average Discharge,0.5890909,0.02318181,22.32727272,0.007519,0.04,3.57e-4,NA,NA,NA,Yes,NA,NA
104,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11503,I01,Verified,Outfall,ALISO VIEJO,SOUTH,{8617AFA3-52A5-463C-8916-03BC38AAFBC4},NA,NA,NA,NA,NA,-117.74931874,33.5934822,Yes,I01-11503-3,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
105,NA,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11503,I01,Verified,Outfall,ALISO VIEJO,SOUTH,{DC6652FF-B6B9-477F-B8FC-2544DA8985BA},NA,NA,NA,NA,NA,-117.7494258,33.59357396,Unknown,I01-11503-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11093,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{50B8F0F5-D3AB-43AA-9466-0350D018EEA8},NA,NA,NA,NA,NA,-117.7697325,33.56267164,Unknown,I01-11093-2,NA,Easily accessibility,13,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
107,Left pipe,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11015,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{7466B2A4-CC2D-4862-BC7C-0ABA52F841B0},NA,NA,NA,NA,NA,-117.7815571,33.54790609,Unknown,I01-11015-2,NA,Easily accessibility,14,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
108,NA,NA,2022-05-19T15:43:40Z,OCENVRESUSER,12,62,11487,I01,Verified,Box,LAGUNA BEACH,SOUTH,{5950041F-4A9F-49ED-994B-C50CD46C105C},NA,NA,NA,NA,NA,-117.7852577,33.54221573,Unknown,I01-11487-1,NA,Easily accessibility,3,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
109,NA,48,2022-10-04T00:12:00Z,OCENVRESUSER,NA,NA,11487,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{04035718-9418-4D9D-BE25-7FB1C35BC0A0},NA,3,NA,NA,NA,-117.78352033,33.54099301,Unknown,I01-11487-2,NA,Easily accessibility,9,0,Below Average Discharge,0.11666666,0.00444444,1.05555555,0.008375,0.072,0,NA,NA,NA,NA,NA,NA
110,Cleo (I02P02),48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11453,I00,Verified,Outfall,LAGUNA BEACH,SOUTH,{171AC70D-B722-42FD-9ADA-813B331846A7},NA,NA,NA,NA,NA,-117.78051537,33.53709679,Unknown,I00-11453-1,NA,Easily accessibility,13,0,Below Average Discharge,0.22,0.00846153,1.7076923,0.013896,0.108,0,NA,NA,NA,NA,NA,NA
111,Main beach Laguna,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11019,LC06,Verified,Outfall,LAGUNA BEACH,SOUTH,{0430234A-5558-4ABE-8641-CADA1ADA1BC5},NA,NA,NA,NA,NA,-117.78668676,33.54274252,Yes,LC06-11019-2,NA,Easily accessibility,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
112,Heisler Rockpile Beach,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11509,LC06,Verified,Outfall,LAGUNA BEACH,SOUTH,{33142BAF-4557-481B-875A-E7A3CFFBFCB1},NA,NA,NA,NA,NA,-117.79078802,33.54345981,Yes,LC06-11509-2,NA,Difficult accessibility,7,0.013333,Below Average Discharge,0.36428571,0.02428571,4.39142857,0.015413,0.036,0.004,NA,NA,NA,NA,NA,NA
113,Heisler,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11509,LC06,Verified,Outfall,LAGUNA BEACH,SOUTH,{B9F491F5-EA94-4C62-9749-FF5934F6CB9E},NA,NA,NA,NA,NA,-117.79312234,33.54430895,Unknown,LC06-11509-1,NA,Easily accessibility,2,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
114,fisherman cove,36,2022-10-04T00:02:30Z,OCENVRESUSER,NA,NA,11508,LC02,Verified,Outfall,LAGUNA BEACH,SOUTH,{39B42BE3-2E3A-4C89-B9C2-10A02F3B465A},NA,NA,NA,NA,NA,-117.79532189,33.54553581,Yes,LC02-11508-2,NA,Easily accessibility,15,0.007273,Below Average Discharge,0.36666666,0.033,4.43266666,0.02265,0.066,0.004421,NA,NA,NA,NA,NA,NA
115,Fisherman cove,18,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11508,LC02,Verified,Outfall,LAGUNA BEACH,SOUTH,{E5CFCDE1-7BAE-4901-A42D-4AD15D2A7198},NA,NA,NA,NA,NA,-117.79580417,33.54555888,Unknown,LC02-11508-1,NA,Easily accessibility,2,0.016,20% Or More Above Average Discharge,0.2,0.01,1.5,0.008,0.016,0,NA,NA,NA,NA,NA,NA
116,BLUBRD,84,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11518,I00,Verified,Outfall,LAGUNA BEACH,SOUTH,{77142EB8-ED5A-457E-A15B-0DA4FE92CCF2},NA,NA,NA,NA,NA,-117.77333079,33.52971644,Unknown,I00-11518-1,NA,Easily accessibility,13,0,Below Average Discharge,1.08153846,0.03538461,2.84615384,0.079534,0.576,0,NA,NA,NA,NA,NA,NA
117,NA,60,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,11437,I00,Verified,Outfall,LAGUNA BEACH,SOUTH,{0D61E2AD-DA3C-4EE6-AD1B-32E44854CAA2},Priority,NA,NA,NA,NA,-117.77025471,33.53349571,Yes,I00-11437-1,NA,Difficult accessibility,3,0.075,Below Average Discharge,1.6,0.08333333,9,0.086666000000000007,0.135,0.05,48,NA,NA,Yes,NA,NA
118,Bluebird Canyon Ln,48,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,11468,I00,Verified,Outfall,LAGUNA BEACH,SOUTH,{60A6CD6E-DA16-422B-8EDA-6D2EFD365167},Priority,NA,NA,NA,NA,-117.76901328,33.53565787,Yes,I00-11468-1,NA,Difficult accessibility,14,0.005263,Below Average Discharge,0.66357142,0.04714285,6.24285714,0.039855,0.3,0.0024,55,NA,NA,Yes,NA,NA
119,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11455,LC03,Verified,Outfall,LAGUNA BEACH,SOUTH,{16A35176-6475-42BD-B219-3F6E453EAFF9},NA,NA,NA,NA,NA,-117.7658247,33.5234816,Unknown,LC03-11455-1,NA,Difficult accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11077,I01,Verified,Outfall,LAGUNA BEACH,SOUTH,{B9DC0E18-53B8-47A3-A9E6-B022A6119F8C},NA,NA,NA,NA,NA,-117.7678685,33.56314232,Unknown,I01-11077-2,NA,Easily accessibility,12,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
121,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11109,I01,Not-Found,Outfall,LAGUNA BEACH,SOUTH,{2EB8A685-290A-4ED8-B24F-0FA0D91C0A22},NA,NA,NA,NA,NA,-117.76283542,33.57142855,Unknown,I01-11109-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11502,I01,Verified,Outfall,ALISO VIEJO,SOUTH,{C081E89B-5CDA-439B-97FB-CCA6D19E46F4},NA,NA,NA,NA,NA,-117.74848887,33.59564552,Yes,I01-11502-1,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,30,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11502,I01,Verified,Outfall,ALISO VIEJO,SOUTH,{70EE0AAA-D500-4075-9013-822E6A859B00},NA,NA,NA,NA,NA,-117.74796295,33.59733066,Unknown,I01-11502-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,I02P13,60,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11216,I01,Verified,Outfall,ALISO VIEJO,SOUTH,{407CFB17-3B6F-4280-9700-B0FD229A0C5E},NA,NA,NA,NA,NA,-117.74724136,33.59874987,Yes,I01-11216-1 (I02P13),NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,I02P12,60,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11216,I01,Verified,Outfall,ALISO VIEJO,SOUTH,{3E6152B4-AA12-4483-A315-F2A09982301C},NA,NA,NA,NA,NA,-117.74720171,33.59875002,Yes,I01-11216-2 (I02P12),NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11216,I01,Verified,Outfall,ALISO VIEJO,SOUTH,{DB80E054-4D2C-4D53-8065-26F13D35FE95},NA,NA,NA,NA,NA,-117.74706413,33.59871601,Yes,I01-11216-3,NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,I02P14,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11216,I01,Verified,Outfall,ALISO VIEJO,SOUTH,{BD8B9607-5DAE-4D8D-9B8E-9B2DC1C2A8C1},NA,NA,NA,NA,NA,-117.74621115,33.59823241,Yes,I01-11216-4 (I02P14),NA,Easily accessibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11217,I01,Verified,Outfall,ALISO VIEJO,SOUTH,{6731B5BE-BAEC-490D-90D1-2CBFABE191C3},NA,NA,NA,NA,NA,-117.74628871,33.59737837,Unknown,I01-11217-1,NA,Easily accessibility,9,0,Below Average Discharge,0.17777777,0.005,6.33333333,0.001777,0.009,0,NA,NA,NA,NA,NA,NA
129,NA,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,072,SC02,Verified,Culvert,SAN CLEMENTE,SOUTH,{8A0FEF34-0DE6-4AF1-B1AB-92EF23F35237},NA,NA,NA,NA,NA,-117.60298535,33.40068822,Unknown,SC02-072-1,NA,Easily accessibility,10,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
130,NA,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,067,SC03,Not-Found,Outfall,SAN CLEMENTE,SOUTH,{DF47329E-F77E-4599-B57A-8EFF91BAFFDD},NA,NA,NA,NA,NA,-117.60175554,33.40730978,Unknown,SC03-067-2,NA,Unaccessible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,M00S05,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,090,SC04,Verified,Outfall,SAN CLEMENTE,SOUTH,{DE2C9C7C-1EC0-4399-BB37-7C16CCCA15B9},NA,NA,NA,NA,NA,-117.59516757,33.41386799,Unknown,SC04-090-1 (M00S05),NA,Unaccessible,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
132,M00S05,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,090,SC04,Verified,Outfall,SAN CLEMENTE,SOUTH,{F00D1386-0BD2-47E9-BB27-849EC6EB3B4C},NA,NA,NA,NA,NA,-117.59499571,33.41381869,Unknown,SC04-090-2 (M00S05),NA,Unaccessible,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
133,M00S04,78,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,071,M00.1,Removed from Inventory,Culvert,SAN CLEMENTE,SOUTH,{D7B69E59-C893-43BC-BCD9-DE0F3CA1D33B},NA,NA,NA,NA,NA,-117.60944183,33.4084653,Yes,M00.1-071-1 (M00S04),NA,Easily accessibility,3,0.004,Below Average Discharge,0.54333333,0.04333333,9.16,0.053804,0.157414,0,NA,NA,NA,NA,NA,NA
134,M00S04,72,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,071,M00.1,Verified,Outfall,SAN CLEMENTE,SOUTH,{8E421913-F6B8-41F6-B51D-B3916452A11D},NA,NA,NA,NA,NA,-117.60863786,33.40925249,Unknown,M00.1-071-2 (M00S04),NA,Easily accessibility,6,0,Below Average Discharge,0.85833333,0.04,14.96166666,0.072122,0.264,0,NA,NA,NA,NA,NA,NA
135,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,070,M00.1,Verified,Outfall,SAN CLEMENTE,SOUTH,{BA45F332-A94D-4D87-A061-4F0DFA9237AB},NA,NA,NA,NA,NA,-117.60779769,33.41344024,Unknown,M00.1-070-1,NA,Private Property,2,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
136,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,070,M00.1,Verified,Outfall,SAN CLEMENTE,SOUTH,{124D173A-326D-44F2-984D-99EDBEB66658},NA,NA,NA,NA,NA,-117.60751261,33.41363124,Unknown,M00.1-070-2,NA,Private Property,3,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
137,San Clemente,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,070,M00.1,Verified,Outfall,SAN CLEMENTE,SOUTH,{A8C3A9D9-CAAA-442E-9D37-D220C50F2F69},NA,3,2016-09-01T00:00:00Z,2016-09-27T00:00:00Z,NA,-117.60596113,33.41622631,Unknown,M00.1-070-4,NA,Difficult accessibility,3,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
